x,y,month,day,ffmc,dmc,dc,isi,temp,rh,wind,rain,area,area_log,month_num,day_fri,day_mon,day_sat,day_sun,day_thu,day_tue,day_wed,temp_rh_ratio,dc_isi_interaction
8,6.0,aug,wed,86.15,90.4,609.6,6.6,17.4,50,4.0,0.0,2.69,1.3056264580524357,8,0,0,0,0,0,0,1,0.34117647058823525,4023.36
7,4.0,aug,sun,91.4,142.4,601.4,10.6,20.1,39,5.4,0.0,2.74,1.3190856114264407,8,0,0,0,1,0,0,0,0.5025000000000001,6374.839999999999
4,4.0,sep,mon,90.9,126.5,686.5,7.0,17.7,39,2.2,0.0,3.07,1.4036429994545037,9,0,1,0,0,0,0,0,0.4425,4805.5
1,4.0,aug,sat,90.2,96.9,624.2,8.9,14.2,53,1.8,0.0,3.5,1.5040773967762742,8,0,0,1,0,0,0,0,0.26296296296296295,5555.380000000001
1,4.0,aug,sat,90.2,96.9,624.2,8.9,20.3,39,4.9,0.0,4.53,1.7101878155342436,8,0,0,1,0,0,0,0,0.5075000000000001,5555.380000000001
6,5.0,apr,thu,86.15,9.1,55.2,2.7,5.8,54,5.8,0.0,4.61,1.724550719534605,4,0,0,0,0,1,0,0,0.10545454545454545,149.04000000000002
2,5.0,aug,sun,90.2,99.6,631.2,6.3,19.2,44,2.7,0.0,4.69,1.7387102481382395,8,0,0,0,1,0,0,0,0.42666666666666664,3976.5600000000004
2,5.0,sep,wed,90.1,82.9,735.7,6.2,18.3,45,2.2,0.0,4.88,1.7715567619105355,9,0,0,0,0,0,0,1,0.3978260869565218,4561.34
8,6.0,aug,tue,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,5.23,1.8293763327993617,8,0,0,0,0,0,1,0,0.21492537313432836,5530.5
1,3.0,sep,sun,92.4,124.1,680.7,8.5,23.9,32,6.7,0.0,5.33,1.8453002361560848,9,0,0,0,1,0,0,0,0.7242424242424242,5785.950000000001
8,6.0,oct,mon,86.15,32.8,664.2,3.0,19.1,32,4.0,0.0,5.44,1.8625285401162623,10,0,1,0,0,0,0,0,0.5787878787878789,1992.6000000000001
5,4.0,feb,sun,86.8,15.6,48.3,3.9,12.4,53,2.2,0.0,6.38,1.998773638612381,2,0,0,0,1,0,0,0,0.22962962962962963,188.36999999999998
7,4.0,oct,mon,91.7,48.5,696.1,11.1,16.8,45,4.5,0.0,6.83,2.057962510002712,10,0,1,0,0,0,0,0,0.3652173913043478,7726.71
8,6.0,aug,fri,93.9,135.7,586.7,15.1,20.8,34,4.9,0.0,6.96,2.0744289998562917,8,1,0,0,0,0,0,0,0.5942857142857143,8859.17
2,5.0,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,2.084429083190875,9,0,0,0,0,0,1,0,0.374468085106383,4848.2
8,6.0,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,2.102913897864978,3,0,0,0,1,0,0,0,0.2875,981.12
1,5.0,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,2.1162555148025524,9,0,1,0,0,0,0,0,0.4883720930232558,4805.5
6,4.0,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,2.128231705849268,3,0,0,1,0,0,0,0,0.30930232558139537,706.2600000000001
7,4.0,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,2.2235418856535927,3,0,0,0,1,0,0,0,0.1885245901639344,508.20000000000005
6,5.0,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,2.231089091288976,3,1,0,0,0,0,0,0,0.34411764705882353,1222.5
2,5.0,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68,2.2700619012884857,8,0,0,0,0,1,0,0,0.8344827586206897,6019.5199999999995
2,2.5,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71,2.2731562823032334,8,0,0,0,0,0,1,0,1.0695652173913044,11000.7
4,5.0,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,2.3427668826268775,9,0,0,0,0,0,0,1,0.9346153846153846,6436.32
2,2.5,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01,2.3988039507345884,8,0,0,0,0,0,1,0,1.0695652173913044,11000.7
2,5.0,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,2.3997118037247684,8,1,0,0,0,0,0,0,0.6351351351351351,8859.17
6,5.0,apr,thu,86.15,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,2.479056236109825,4,0,0,0,0,1,0,0,0.10545454545454545,149.04000000000002
4,5.0,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,2.4898941912990393,9,0,0,0,0,1,0,0,1.34375,6498.879999999999
3,4.0,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,2.50470927708418,9,0,0,0,0,0,1,0,0.23166666666666666,4848.2
2,4.0,sep,mon,86.15,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,2.511223958105374,9,0,1,0,0,0,0,0,0.5794871794871795,532.24
1,5.0,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,2.528125768907977,9,0,0,0,0,0,1,0,0.6352941176470589,4848.2
6,5.0,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,2.5726122302071057,3,0,0,0,1,0,0,0,0.22545454545454546,602.64
7,4.0,feb,sun,86.15,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,2.642622395779755,2,0,0,0,1,0,0,0,0.127536231884058,67.41000000000001
8,6.0,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,2.6878474937846906,10,0,0,0,0,0,0,1,0.531578947368421,3503.7599999999998
5,6.0,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,2.7073833121145063,3,0,0,1,0,0,0,0,0.2323076923076923,783.12
4,5.0,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,2.745345985845907,9,0,0,0,0,1,0,0,0.6314285714285715,6498.879999999999
2,2.5,aug,sat,93.5,139.4,594.2,17.9,22.9,31,7.2,0.0,15.45,2.800325477211381,8,0,0,1,0,0,0,0,0.715625,10636.18
7,5.0,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,2.9014215940827497,9,0,0,0,0,0,1,0,0.5447368421052632,4848.2
6,5.0,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,3.007166651179654,9,1,0,0,0,0,0,0,0.5764705882352942,8149.599999999999
8,3.0,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,3.1949928844048685,9,0,0,0,0,1,0,0,0.8592592592592593,12265.08
4,4.0,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,3.2280337626529665,10,0,0,1,0,0,0,0,0.7076923076923076,4602.23
7,4.0,aug,sat,93.5,139.4,594.2,17.9,5.1,83,5.8,0.0,26.0,3.295836866004329,8,0,0,1,0,0,0,0,0.06071428571428571,10636.18
7,4.0,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,3.3006401266708405,9,1,0,0,0,0,0,0,0.41875,11007.57
7,3.0,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,3.3446270301737613,3,0,1,0,0,0,0,0,0.23404255319148937,519.0
4,4.0,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3.389799336709786,3,0,0,1,0,0,0,0,0.6071428571428571,630.24
4,4.0,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,3.4170707308184456,9,0,0,0,1,0,0,0,0.27704918032786885,5785.950000000001
1,3.0,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,3.4442568711226023,9,0,1,0,0,0,0,0,0.16756756756756758,5040.29
4,5.0,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,3.487986511734546,9,0,0,0,0,0,0,1,0.97,6436.32
6,5.0,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,3.492256112609122,3,0,1,0,0,0,0,0,0.5428571428571428,536.92
8,6.0,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,3.4986265269937014,8,0,0,0,1,0,0,0,0.26999999999999996,3976.5600000000004
3,4.0,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,3.607669398688393,9,1,0,0,0,0,0,0,0.37200000000000005,9923.21
4,3.0,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,3.6336309798834576,3,0,1,0,0,0,0,0,0.23404255319148937,519.0
2,2.5,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,3.6381123370602833,7,1,0,0,0,0,0,0,0.1675,2107.3199999999997
7,4.0,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,3.6560979645895566,9,0,0,0,0,0,0,1,0.2655172413793104,4561.34
4,4.0,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,3.902982260775997,9,0,0,0,1,0,0,0,0.5725,5901.66
7,5.0,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,3.9193957597575593,10,0,1,0,0,0,0,0,0.3577777777777778,7726.71
8,6.0,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,4.08260930600368,8,0,0,1,0,0,0,0,0.5742857142857143,5721.52
4,6.0,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,4.175924549214524,9,0,0,0,1,0,0,0,1.0481481481481483,5901.66
8,6.0,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,4.280824129164719,8,0,0,1,0,0,0,0,0.3727272727272727,5721.52
4,4.0,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,4.494126887194767,9,0,0,0,0,0,0,1,1.2,6436.32
1,5.0,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,4.566221435849517,9,0,0,0,1,0,0,0,0.9928571428571429,5901.66
6,4.0,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,4.648133885420207,9,0,0,0,0,0,1,0,0.425,4848.2
9,4.0,sep,tue,86.15,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,4.669646205172456,9,0,0,0,0,0,1,0,0.6567567567567568,2150.08
4,5.0,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,5.049086480470509,9,0,0,1,0,0,0,0,0.6807692307692308,5799.839999999999
8,6.0,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,5.285637313390662,8,0,0,0,1,0,0,0,0.4666666666666667,6374.839999999999
2,2.5,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,5.307970623576175,9,0,0,1,0,0,0,0,0.3872340425531915,5799.839999999999
1,2.5,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,5.365415110080531,9,0,0,0,0,0,1,0,0.4585365853658537,4848.2
6,5.0,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,6.995619625423205,9,0,0,1,0,0,0,0,0.8964285714285715,5799.839999999999
7,5.0,apr,sun,86.15,3.0,31.399999999999977,3.5,13.4,75,1.8,0.0,0.0,0.0,4,0,0,0,1,0,0,0,0.1763157894736842,109.89999999999992
6,3.0,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,0.0,4,0,0,0,0,0,0,1,0.29230769230769227,165.29999999999998
4,4.0,apr,fri,86.15,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,0.0,4,1,0,0,0,0,0,0,0.7952380952380952,196.18999999999997
2,4.0,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,2.4096441652874536,8,0,0,0,1,0,0,0,0.22985074626865673,7609.71
7,4.0,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,0.0,0.0,0.0,8,0,0,0,1,0,0,0,0.2959459459459459,9669.660000000002
2,4.0,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,1.3532545070416904,8,0,0,0,1,0,0,0,0.40727272727272723,9669.660000000002
3,4.0,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,0.5653138090500605,8,0,0,0,1,0,0,0,0.6871794871794872,9669.660000000002
5,4.0,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,0.08617769624105233,8,0,0,0,1,0,0,0,0.6425,9669.660000000002
2,4.0,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,0.5596157879354227,8,0,0,0,0,0,0,1,0.2915492957746479,4834.56
8,6.0,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,0.0,8,0,0,0,0,0,0,1,0.9896551724137931,9000.45
3,4.0,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,1.244154593958768,8,0,0,0,0,0,0,1,0.5292682926829269,9000.45
8,5.0,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,0.5187937934151676,8,0,0,0,0,0,0,1,1.0307692307692309,9000.45
8,5.0,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,0.2151113796169455,8,0,0,0,0,0,0,1,0.6486486486486487,9000.45
6,5.0,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,0.1906203596086497,8,0,0,0,0,0,0,1,0.5815789473684211,9000.45
7,4.0,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,0.924258901523332,8,0,0,0,0,1,0,0,0.5487179487179487,4524.0
6,3.0,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,2.428336298299606,8,0,0,0,0,1,0,0,0.44999999999999996,3916.71
2,5.0,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0,0.0,8,0,0,0,0,1,0,0,0.474468085106383,3474.0
8,6.0,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,2.199444334074532,8,0,0,1,0,0,0,0,0.569047619047619,6392.1
4,3.0,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,0.5187937934151676,8,0,0,1,0,0,0,0,0.4755555555555555,6392.1
3,4.0,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,0.0,8,0,0,1,0,0,0,0,0.3433333333333334,9484.509999999998
7,4.0,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,0.8671004876833832,8,0,0,1,0,0,0,0,0.5780487804878048,9484.509999999998
2,4.0,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,2.2874714551839976,8,0,1,0,0,0,0,0,0.8575757575757575,7804.8
3,4.0,aug,fri,91.6,112.4,573.0,8.9,11.2,83,7.6,0.0,3.3,1.4586150226995167,8,1,0,0,0,0,0,0,0.13333333333333333,5099.7
2,4.0,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,1.6582280766035324,8,1,0,0,0,0,0,0,0.4976744186046511,5099.7
6,3.0,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,0.9400072584914712,8,1,0,0,0,0,0,0,0.48250000000000004,4466.61
4,4.0,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,2.020222182019865,8,1,0,0,0,0,0,0,0.40370370370370373,8897.199999999999
4,4.0,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,0.5822156198526637,8,0,0,0,0,0,1,0,0.40181818181818185,8034.379999999999
6,5.0,aug,tue,94.3,131.7,607.1,17.9,19.4,55,4.0,0.0,0.17,0.15700374880966475,8,0,0,0,0,0,1,0,0.3464285714285714,10867.09
2,2.5,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.948,9412.26
3,4.0,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,0.0,8,0,0,0,0,0,1,0,0.6363636363636364,9412.26
4,4.0,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,1.6863989535702286,8,0,0,0,0,0,1,0,0.35370370370370374,9412.26
2,2.5,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,0.41871033485818504,8,0,0,0,0,0,1,0,0.3824561403508772,9412.26
8,6.0,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,2.329227023940467,8,0,0,0,0,0,1,0,0.34067796610169493,9412.26
2,5.0,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,1.4085449700547104,8,0,0,0,0,0,1,0,0.42083333333333334,9412.26
4,6.0,dec,sun,86.15,27.2,353.5,6.8,4.8,57,8.200000000000001,0.0,8.98,2.300583090323373,12,0,0,0,1,0,0,0,0.08275862068965517,2403.7999999999997
8,6.0,dec,wed,86.15,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,2.5006159434931803,12,0,0,0,0,0,0,1,0.08225806451612902,1879.38
4,6.0,dec,thu,86.15,26.4,352.0,2.0,5.1,61,4.9,0.0,5.38,1.8531680973566984,12,0,0,0,0,1,0,0,0.08225806451612902,704.0
4,4.0,dec,mon,86.15,25.4,349.7,2.6,4.6,21,8.200000000000001,0.0,17.85,2.93651291389402,12,0,1,0,0,0,0,0,0.20909090909090908,909.22
3,4.0,dec,mon,86.15,25.4,349.7,2.6,4.6,21,8.200000000000001,0.0,10.73,2.462149662665384,12,0,1,0,0,0,0,0,0.20909090909090908,909.22
4,4.0,dec,mon,86.15,25.4,349.7,2.6,4.6,21,8.200000000000001,0.0,22.03,3.136797713832594,12,0,1,0,0,0,0,0,0.20909090909090908,909.22
4,4.0,dec,mon,86.15,25.4,349.7,2.6,4.6,21,8.200000000000001,0.0,9.77,2.3767644911682972,12,0,1,0,0,0,0,0,0.20909090909090908,909.22
4,6.0,dec,fri,86.15,26.7,352.6,4.1,4.549999999999999,59,4.9,0.0,9.27,2.329227023940467,12,1,0,0,0,0,0,0,0.07583333333333332,1445.6599999999999
6,5.0,dec,tue,86.15,25.4,349.7,2.6,5.1,24,8.200000000000001,0.0,24.77,3.2492110246642736,12,0,0,0,0,0,1,0,0.204,909.22
6,3.0,feb,sun,86.15,27.5,353.5,3.4,4.549999999999999,51,4.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,0.08749999999999998,1201.8999999999999
3,4.0,feb,wed,86.9,6.6,31.399999999999977,3.2,8.8,35,3.1,0.0,1.1,0.7419373447293773,2,0,0,0,0,0,0,1,0.24444444444444446,100.47999999999993
5,4.0,feb,fri,86.15,4.9,31.399999999999977,6.3,7.5,46,8.0,0.0,24.24,3.228430037673012,2,1,0,0,0,0,0,0,0.1595744680851064,197.81999999999985
2,5.0,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0.0,0.0,0.0,7,0,0,0,1,0,0,0,0.5707317073170731,5065.14
7,6.0,jul,wed,91.2,183.1,437.7,12.5,12.6,83,7.6,0.0,0.0,0.0,7,0,0,0,0,0,0,1,0.15,5471.25
7,4.0,jul,sat,91.6,104.2,474.9,9.0,22.1,49,2.7,0.0,0.0,0.0,7,0,0,1,0,0,0,0,0.442,4274.099999999999
7,4.0,jul,sat,91.6,104.2,474.9,9.0,24.2,32,1.8,0.0,0.0,0.0,7,0,0,1,0,0,0,0,0.7333333333333333,4274.099999999999
7,4.0,jul,sat,91.6,104.2,474.9,9.0,24.3,30,1.8,0.0,0.0,0.0,7,0,0,1,0,0,0,0,0.7838709677419355,4274.099999999999
2,5.0,jul,sat,91.6,104.2,474.9,9.0,18.7,53,1.8,0.0,0.0,0.0,7,0,0,1,0,0,0,0,0.34629629629629627,4274.099999999999
9,4.0,jul,sat,91.6,104.2,474.9,9.0,25.3,39,0.9,0.0,8.0,2.1972245773362196,7,0,0,1,0,0,0,0,0.6325000000000001,4274.099999999999
4,5.0,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0.0,2.64,1.2919836816486494,7,1,0,0,0,0,0,0,0.5585365853658536,2937.69
7,6.0,jul,tue,93.1,180.4,430.8,11.0,26.9,28,5.4,0.0,86.45,4.471067201464611,7,0,0,0,0,0,1,0,0.9275862068965517,4738.8
8,6.0,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0.0,6.57,2.0241930674493576,7,0,0,0,0,0,1,0,0.2514705882352941,3747.6499999999996
7,5.0,jun,sun,93.1,180.4,430.8,11.0,22.2,48,1.3,0.0,0.0,0.0,6,0,0,0,1,0,0,0,0.4530612244897959,4738.8
6,4.0,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0.0,0.9,0.6418538861723948,6,0,0,0,1,0,0,0,0.30425531914893617,1861.1200000000001
8,6.0,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0.0,0.0,0.0,6,0,0,0,1,0,0,0,0.3347826086956522,1861.1200000000001
8,6.0,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0.0,0.0,0.0,6,0,0,0,0,0,0,1,0.4454545454545455,4790.44
6,5.0,jun,sat,86.15,71.0,233.8,0.4,10.6,83,2.7,0.0,0.0,0.0,6,0,0,1,0,0,0,0,0.1261904761904762,93.52000000000001
6,5.0,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0.0,0.0,0.0,6,0,1,0,0,0,0,0,0.7961538461538461,2235.75
6,5.0,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0.0,3.52,1.5085119938441398,6,0,1,0,0,0,0,0,0.47750000000000004,2235.75
3,6.0,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0.0,0.0,0.0,6,1,0,0,0,0,0,0,0.4923076923076923,1647.9099999999999
6,5.0,may,sat,86.15,28.0,113.8,3.5,11.3,83,4.9,0.0,0.0,0.0,5,0,0,1,0,0,0,0,0.13452380952380955,398.3
1,4.0,sep,sun,89.6,84.1,714.3,5.7,19.0,52,2.2,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.3584905660377358,4071.5099999999998
7,4.0,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0.0,0.41,0.3435897043900769,9,0,0,0,1,0,0,0,0.3166666666666667,4071.5099999999998
3,4.0,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0.0,5.18,1.8213182714695995,9,0,0,0,1,0,0,0,0.6611111111111111,4071.5099999999998
2,4.0,sep,sun,92.4,105.8,758.1,9.9,16.0,45,1.8,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.34782608695652173,7505.1900000000005
2,4.0,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.8892857142857142,7505.1900000000005
7,4.0,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.9035714285714286,7505.1900000000005
6,3.0,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0.0,14.29,2.727199019940971,9,0,0,0,1,0,0,0,0.8551724137931035,7505.1900000000005
2,4.0,sep,sun,86.15,46.2,706.6,0.4,12.2,78,6.3,0.0,0.0,0.0,9,0,0,0,1,0,0,0,0.15443037974683543,282.64000000000004
6,5.0,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0.0,0.0,0.0,9,0,0,0,0,0,0,1,0.8678571428571429,6838.4800000000005
4,4.0,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0.0,1.58,0.9477893989335261,9,0,0,0,0,0,0,1,0.46904761904761905,6838.4800000000005
3,4.0,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0.0,0.0,0.0,9,0,0,0,0,0,0,1,0.5967741935483871,5886.0
4,5.0,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0.0,0.0,0.0,9,0,0,0,0,1,0,0,0.7440000000000001,6358.839999999999
4,4.0,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0.0,3.78,1.5644405465033646,9,0,0,0,0,1,0,0,0.768,6358.839999999999
6,5.0,sep,thu,92.8,119.0,783.5,7.5,21.6,27,2.2,0.0,0.0,0.0,9,0,0,0,0,1,0,0,0.7714285714285715,5876.25
5,4.0,sep,thu,92.8,119.0,783.5,7.5,21.6,28,6.3,0.0,4.41,1.6882490928583902,9,0,0,0,0,1,0,0,0.7448275862068966,5876.25
6,3.0,sep,thu,92.8,119.0,783.5,7.5,18.9,34,7.2,0.0,34.36,3.5655812377694427,9,0,0,0,0,1,0,0,0.5399999999999999,5876.25
1,4.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,7.21,2.105352923464337,9,0,0,0,0,1,0,0,0.5793103448275863,5876.25
6,5.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28,4.0,0.0,1.01,0.6981347220709844,9,0,0,0,0,1,0,0,0.5793103448275863,5876.25
3,5.0,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0.0,2.18,1.1568811967920856,9,0,0,0,0,1,0,0,0.3225,5595.04
6,5.0,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0.0,4.42,1.6900958154515549,9,0,0,0,0,1,0,0,0.24035087719298245,3925.26
1,4.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.8642857142857142,6312.6
5,4.0,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.8607142857142858,6312.6
6,5.0,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.6424242424242425,6312.6
6,5.0,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0.0,0.0,0.0,9,0,0,1,0,0,0,0,0.5472222222222222,6312.6
4,3.0,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4.0,0.0,3.33,1.4655675420143985,9,0,0,1,0,0,0,0,0.8392857142857143,6312.6
3,3.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0.0,6.58,2.0255131996542803,9,0,0,1,0,0,0,0,0.8642857142857142,6312.6
7,4.0,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0.0,15.64,2.8118094353930627,9,0,0,1,0,0,0,0,0.7413793103448276,6760.049999999999
4,4.0,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0.0,11.22,2.503073953743449,9,0,0,1,0,0,0,0,0.4071428571428572,6760.049999999999
1,4.0,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0.0,2.13,1.1410330045520618,9,0,1,0,0,0,0,0,0.3290909090909091,6850.45
2,3.0,sep,mon,91.6,108.4,764.0,6.2,18.0,51,5.4,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.34615384615384615,4736.8
4,3.0,sep,mon,91.6,108.4,764.0,6.2,9.8,83,1.8,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.11666666666666667,4736.8
7,4.0,sep,mon,91.6,108.4,764.0,6.2,19.3,44,2.2,0.0,0.0,0.0,9,0,1,0,0,0,0,0,0.42888888888888893,4736.8
