name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,na_sales_share,eu_sales_share,jp_sales_share,other_sales_share,platform_era,is_top_publisher,publisher_games_count,name_length,decade,genre_Action,genre_Adventure,genre_Fighting,genre_Misc,genre_Platform,genre_Puzzle,genre_Racing,genre_Role-Playing,genre_Shooter,genre_Simulation,genre_Sports,genre_Strategy,platform_era_6th Gen,platform_era_7th Gen,platform_era_8th Gen,platform_era_Other,platform_era_PC,platform_era_Retro,platform_freq
Pet in TV,PS,1997,Strategy,Sony Computer Entertainment,0.0,0.0,0.1,0.03,0.4,0.0,0.0,0.95,0.075,Retro,1,683,9,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1196
Battalion Wars,GC,2005,Strategy,Nintendo,0.25,0.07,0.07,0.01,0.4,0.625,0.17500000000000002,0.17500000000000002,0.024999999999999998,6th Gen,1,702,14,2000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,556
NBA ShootOut 2000,PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,0,14,17,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1196
Power Rangers: Dino Thunder,GC,2004,Action,THQ,0.31,0.08,0.0,0.01,0.4,0.7749999999999999,0.19999999999999998,0.0,0.024999999999999998,6th Gen,1,715,27,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Rocksmith 2014,XOne,2014,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4,0.7249999999999999,0.19999999999999998,0.0,0.09999999999999999,8th Gen,1,921,14,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213
Samurai Shodown,SNES,1994,Fighting,Takara,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,Retro,0,16,15,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,239
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0.0,0.03,0.4,0.7749999999999999,0.15,0.0,0.075,8th Gen,1,1348,6,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,213
TMNT,Wii,2007,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,0.85,0.075,0.0,0.075,7th Gen,1,921,4,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,0.5499999999999999,0.19999999999999998,0.19999999999999998,0.075,7th Gen,0,233,53,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4,0.9249999999999999,0.0,0.0,0.075,7th Gen,0,29,29,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,0.575,0.35000000000000003,0.0,0.09999999999999999,8th Gen,1,1348,15,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,213
Fighting Vipers,SAT,1995,Fighting,Sega,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,Retro,1,639,15,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,0,14,21,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1196
Iron Man 2,PS3,2010,Action,Sega,0.14,0.19,0.0,0.07,0.4,0.35000000000000003,0.475,0.0,0.17500000000000002,7th Gen,1,639,10,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
The Legend of Spyro: Dawn of the Dragon,PS2,2008,Platform,Vivendi Games,0.12,0.01,0.0,0.1,0.4,0.3,0.024999999999999998,0.0,0.675,6th Gen,0,164,39,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
AKB1/48: Idol to Guam de Koishitara...,PSP,2011,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,7th Gen,1,932,38,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4,0.7999999999999999,0.17500000000000002,0.0,0.0,Retro,1,702,20,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,319
Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0.0,0.0,0.4,0.7999999999999999,0.17500000000000002,0.0,0.0,Retro,0,21,14,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,319
NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0.0,0.0,0.4,0.9249999999999999,0.075,0.0,0.0,Retro,0,184,25,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,319
Mortal Kombat Mythologies: Sub-Zero,N64,1997,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4,0.7999999999999999,0.17500000000000002,0.0,0.0,Retro,0,198,35,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,319
18 Wheeler: American Pro Trucker,PS2,2001,Racing,Acclaim Entertainment,0.2,0.15,0.0,0.05,0.4,0.5,0.37499999999999994,0.0,0.125,6th Gen,0,184,32,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Atari Anthology,PS2,2004,Misc,Atari,0.33,0.01,0.0,0.05,0.4,0.825,0.024999999999999998,0.0,0.125,6th Gen,0,363,15,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Bugs Bunny: Lost in Time,PS,1999,Platform,Infogrames,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,0,62,24,1990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
NBA Jam,X360,2010,Sports,Electronic Arts,0.27,0.1,0.0,0.03,0.4,0.675,0.25,0.0,0.075,7th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1264
Sherlock Holmes: The Mystery of the Mummy,DS,2009,Adventure,Focus Home Interactive,0.06,0.275,0.0,0.04,0.4,0.15,0.7499999999999999,0.0,0.09999999999999999,Other,0,58,41,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Hot Wheels: Beat That!,PS2,2007,Racing,Activision,0.2,0.15,0.0,0.05,0.4,0.5,0.37499999999999994,0.0,0.125,6th Gen,1,975,22,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
MLB 2006,PS2,2005,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,0.4,0.825,0.024999999999999998,0.0,0.125,6th Gen,1,683,8,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0.0,0.04,0.4,0.44999999999999996,0.425,0.0,0.09999999999999999,7th Gen,0,90,41,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Brunswick Pro Bowling,PS2,2007,Sports,505 Games,0.2,0.15,0.0,0.05,0.4,0.5,0.37499999999999994,0.0,0.125,6th Gen,0,192,21,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
Mafia II,PC,2010,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,0.425,0.425,0.0,0.15,PC,1,413,8,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,959
Rocket Power: Dream Scheme,GBA,2001,Action,THQ,0.29,0.11,0.0,0.01,0.4,0.7249999999999999,0.27499999999999997,0.0,0.024999999999999998,6th Gen,1,715,26,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
SpongeBob's Truth or Square (US sales),Wii,2009,Action,THQ,0.38,0.01,0.0,0.0,0.4,0.95,0.024999999999999998,0.0,0.0,7th Gen,1,715,38,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
MX vs. ATV Unleashed,XB,2005,Racing,THQ,0.32,0.07,0.0,0.01,0.4,0.7999999999999999,0.17500000000000002,0.0,0.024999999999999998,Other,1,715,20,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,824
Rampage: Total Destruction,GC,2006,Action,Midway Games,0.31,0.08,0.0,0.01,0.4,0.7749999999999999,0.19999999999999998,0.0,0.024999999999999998,6th Gen,0,198,26,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Planet 51,DS,2009,Action,Sega,0.22,0.14,0.0,0.04,0.4,0.5499999999999999,0.35000000000000003,0.0,0.09999999999999999,Other,1,639,9,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
The Urbz: Sims in the City,GC,2004,Simulation,Electronic Arts,0.24,0.14,0.0,0.02,0.4,0.6,0.35000000000000003,0.0,0.049999999999999996,6th Gen,1,1348,26,2000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,556
Road Rash: Jailbreak,PS,1999,Racing,Electronic Arts,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,1,1348,20,1990,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1196
Mother 3,GBA,2006,Role-Playing,Nintendo,0.0,0.0,0.1,0.01,0.4,0.0,0.0,0.975,0.024999999999999998,6th Gen,1,702,8,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,822
Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0.0,0.01,0.4,0.7249999999999999,0.27499999999999997,0.0,0.024999999999999998,6th Gen,1,715,30,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Diner Dash: Sizzle & Serve,DS,2007,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4,0.85,0.075,0.0,0.075,Other,0,198,26,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2163
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0.0,0.03,0.4,0.7999999999999999,0.125,0.0,0.075,7th Gen,1,975,28,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1264
Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0.0,0.04,0.4,0.5,0.39999999999999997,0.0,0.09999999999999999,7th Gen,1,715,23,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Wii Sports Club,WiiU,2014,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4,0.475,0.35000000000000003,0.09999999999999999,0.075,8th Gen,1,702,15,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,143
Tomb Raider: Anniversary,X360,2007,Action,Eidos Interactive,0.12,0.23,0.0,0.05,0.4,0.3,0.575,0.0,0.125,7th Gen,0,198,24,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
You Don't Know Jack,PS,1999,Misc,Vivendi Games,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,0,164,19,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Mystery Dungeon: Shiren the Wanderer,SNES,1995,Role-Playing,ChunSoft,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,Retro,0,18,36,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,239
Sonic Lost World,WiiU,2013,Platform,Sega,0.24,0.12,0.01,0.03,0.4,0.6,0.3,0.024999999999999998,0.075,8th Gen,1,639,16,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,143
Condemned 2: Bloodshot,PS3,2008,Action,Sega,0.17,0.16,0.0,0.07,0.4,0.425,0.39999999999999997,0.0,0.17500000000000002,7th Gen,1,639,22,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Silent Hill: Homecoming,PS3,2007,Action,Konami Digital Entertainment,0.18,0.15,0.0,0.06,0.4,0.44999999999999996,0.37499999999999994,0.0,0.15,7th Gen,1,832,23,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Star Wars: Clone Wars,GC,2002,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,0.7749999999999999,0.19999999999999998,0.0,0.024999999999999998,6th Gen,1,975,21,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,556
NBA Live 2002,XB,2001,Sports,Electronic Arts,0.35,0.03,0.0,0.02,0.4,0.8749999999999999,0.075,0.0,0.049999999999999996,Other,1,1348,13,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,824
Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.1,0.03,0.4,0.0,0.0,0.9249999999999999,0.075,Retro,1,683,19,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Armored Core V,PS3,2012,Simulation,Namco Bandai Games,0.09,0.04,0.1,0.02,0.4,0.22499999999999998,0.09999999999999999,0.6,0.049999999999999996,7th Gen,1,932,14,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1327
I-Ninja,PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0.0,0.05,0.4,0.475,0.37499999999999994,0.0,0.125,6th Gen,1,683,7,2000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0.0,0.03,0.4,0.5499999999999999,0.37499999999999994,0.0,0.075,Retro,0,62,17,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1196
Harvest Moon: Save the Homeland,PS2,2007,Simulation,Unknown,0.19,0.15,0.0,0.05,0.4,0.475,0.37499999999999994,0.0,0.125,6th Gen,0,260,31,2000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2161
NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.4,0.5499999999999999,0.3,0.0,0.15,7th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1327
Mass Effect 2,PC,2010,Role-Playing,Electronic Arts,0.01,0.275,0.0,0.07,0.4,0.024999999999999998,0.7999999999999999,0.0,0.17500000000000002,PC,1,1348,13,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,959
SD Gundam G Generation Seed,PS2,2004,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,6th Gen,1,932,27,2000,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2161
Call of Duty: Finest Hour,GC,2004,Shooter,Activision,0.31,0.08,0.0,0.01,0.4,0.7749999999999999,0.19999999999999998,0.0,0.024999999999999998,6th Gen,1,975,25,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,556
Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.26,0.1,0.0,0.03,0.4,0.65,0.25,0.0,0.075,Other,0,232,32,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,0.9249999999999999,0.0,0.0,0.075,Other,0,184,25,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2163
Rise of the Tomb Raider,X360,2015,Adventure,Square Enix,0.17,0.19,0.0,0.03,0.4,0.425,0.475,0.0,0.075,7th Gen,0,233,23,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Hitman: Blood Money,X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4,0.7249999999999999,0.15,0.024999999999999998,0.075,7th Gen,0,198,19,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1264
Tales of Phantasia,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.4,0.0,0.0,1.0,0.0,Retro,1,932,18,1990,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,239
Alpha Protocol,X360,2010,Role-Playing,Sega,0.23,0.13,0.0,0.04,0.4,0.575,0.325,0.0,0.09999999999999999,7th Gen,1,639,14,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1264
Suzuki TT Superbikes,PS2,2005,Racing,Jester Interactive,0.33,0.01,0.0,0.05,0.4,0.825,0.024999999999999998,0.0,0.125,6th Gen,0,3,20,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Rumble Roses,PS2,2004,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,0.39,0.48717948717948717,0.3846153846153846,0.0,0.12820512820512822,6th Gen,1,832,12,2000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0.15,0.0,0.07,0.39,0.4358974358974359,0.3846153846153846,0.0,0.1794871794871795,7th Gen,1,921,15,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Fantastic Four: Rise of the Silver Surfer,PS2,2007,Action,Take-Two Interactive,0.19,0.15,0.0,0.05,0.39,0.48717948717948717,0.3846153846153846,0.0,0.12820512820512822,6th Gen,1,413,41,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2161
Ultimate Spider-Man,XB,2005,Action,Activision,0.26,0.11,0.0,0.02,0.39,0.6666666666666666,0.28205128205128205,0.0,0.05128205128205128,Other,1,975,19,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,824
GRID 2,PS3,2013,Racing,Codemasters,0.07,0.23,0.01,0.09,0.39,0.1794871794871795,0.5897435897435898,0.02564102564102564,0.23076923076923075,7th Gen,0,152,6,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1327
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.19,0.17,0.0,0.03,0.39,0.48717948717948717,0.4358974358974359,0.0,0.07692307692307691,8th Gen,0,232,26,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,509
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,0.19,0.15,0.01,0.05,0.39,0.48717948717948717,0.3846153846153846,0.02564102564102564,0.12820512820512822,6th Gen,1,715,27,2000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2161
Skylanders: SuperChargers,PS3,2015,Action,Activision,0.15,0.18,0.0,0.06,0.39,0.3846153846153846,0.4615384615384615,0.0,0.15384615384615383,7th Gen,1,975,25,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
NHL 99,N64,1998,Sports,Electronic Arts,0.38,0.01,0.0,0.0,0.39,0.9743589743589743,0.02564102564102564,0.0,0.0,Retro,1,1348,6,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,319
NBA 2K10,Wii,2009,Sports,Take-Two Interactive,0.36,0.0,0.0,0.03,0.39,0.923076923076923,0.0,0.0,0.07692307692307691,7th Gen,1,413,8,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1324
Dungeon Siege III,PS3,2011,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39,0.4358974358974359,0.358974358974359,0.07692307692307691,0.15384615384615383,7th Gen,0,233,17,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1327
Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0.18,0.0,0.07,0.39,0.358974358974359,0.4615384615384615,0.0,0.1794871794871795,7th Gen,1,639,25,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
Brunswick Pro Bowling,Wii,2007,Sports,505 Games,0.36,0.01,0.0,0.03,0.39,0.923076923076923,0.02564102564102564,0.0,0.07692307692307691,7th Gen,0,192,21,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1324
Monster Jam: Urban Assault,DS,2008,Racing,Activision,0.37,0.0,0.0,0.03,0.39,0.9487179487179487,0.0,0.0,0.07692307692307691,Other,1,975,26,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2163
Danball Senki,PSP,2011,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.39,0.0,0.0,1.0,0.0,7th Gen,0,27,13,2010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1213
NASCAR Heat,PS,2000,Racing,Hasbro Interactive,0.22,0.15,0.0,0.03,0.39,0.5641025641025641,0.3846153846153846,0.0,0.07692307692307691,Retro,0,16,11,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1196
Bloody Roar,PS,1997,Fighting,Virgin Interactive,0.22,0.15,0.0,0.03,0.39,0.5641025641025641,0.3846153846153846,0.0,0.07692307692307691,Retro,0,62,11,1990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1196
Bump 'n' Jump,2600,1982,Racing,Mattel Interactive,0.37,0.02,0.0,0.0,0.39,0.9487179487179487,0.05128205128205128,0.0,0.0,Retro,0,12,13,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,133
Mobile Suit Gundam: Lost War Chronicles,PS2,2002,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.39,0.0,0.0,1.0,0.0,6th Gen,1,932,39,2000,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2161
Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0.0,0.01,0.39,0.717948717948718,0.25641025641025644,0.0,0.02564102564102564,6th Gen,1,715,21,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,822
Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,0.8717948717948718,0.05128205128205128,0.0,0.07692307692307691,7th Gen,0,18,35,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1324
NBA Live 09,PS2,2008,Sports,Electronic Arts,0.32,0.01,0.01,0.05,0.39,0.8205128205128205,0.02564102564102564,0.02564102564102564,0.12820512820512822,6th Gen,1,1348,11,2000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2161
LEGO Star Wars III: The Clone Wars,PSP,2011,Action,LucasArts,0.14,0.17,0.0,0.09,0.39,0.358974358974359,0.4358974358974359,0.0,0.23076923076923075,7th Gen,0,90,34,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0.0,0.01,0.39,0.7435897435897435,0.20512820512820512,0.0,0.02564102564102564,Other,1,639,25,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,824
Rune Factory: Frontier,Wii,2008,Role-Playing,Rising Star Games,0.18,0.14,0.04,0.04,0.39,0.4615384615384615,0.358974358974359,0.10256410256410256,0.10256410256410256,7th Gen,0,86,22,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1324
Fire Emblem: Fuuin no Tsurugi,GBA,2002,Role-Playing,Nintendo,0.0,0.0,0.1,0.0,0.39,0.0,0.0,1.0,0.0,6th Gen,1,702,29,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,822
SpongeBob's Truth or Square (US sales),PSP,2009,Action,THQ,0.39,0.0,0.0,0.0,0.39,1.0,0.0,0.0,0.0,7th Gen,1,715,38,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0.0,0.05,0.39,0.20512820512820512,0.6666666666666666,0.0,0.12820512820512822,8th Gen,1,1348,7,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,509
Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39,0.923076923076923,0.0,0.0,0.07692307692307691,Other,1,921,19,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2163
The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39,0.6153846153846153,0.30769230769230765,0.0,0.07692307692307691,7th Gen,1,413,15,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1264
NBA Live 09,PSP,2008,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39,0.5897435897435898,0.1794871794871795,0.07692307692307691,0.15384615384615383,7th Gen,1,1348,11,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1213
Laser Blast,2600,1981,Action,Activision,0.37,0.02,0.0,0.0,0.39,0.9487179487179487,0.05128205128205128,0.0,0.0,Retro,1,975,11,1980,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133
Dancing with the Stars: We Dance!,DS,2008,Misc,Activision,0.36,0.0,0.0,0.03,0.39,0.923076923076923,0.0,0.0,0.07692307692307691,Other,1,975,33,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.05,0.1,0.04,0.39,0.358974358974359,0.12820512820512822,0.41025641025641024,0.10256410256410256,7th Gen,1,683,8,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1213
Thrasher Presents: Skate and Destroy,PS,1998,Sports,Take-Two Interactive,0.22,0.15,0.0,0.03,0.39,0.5641025641025641,0.3846153846153846,0.0,0.07692307692307691,Retro,1,413,36,1990,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1196
Are You Smarter than a 5th Grader? Make the Grade,DS,2008,Misc,THQ,0.36,0.0,0.0,0.03,0.39,0.923076923076923,0.0,0.0,0.07692307692307691,Other,1,715,49,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2163
Donkey Konga 2,GC,2004,Misc,Nintendo,0.3,0.08,0.0,0.01,0.39,0.7692307692307692,0.20512820512820512,0.0,0.02564102564102564,6th Gen,1,702,14,2000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,556
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0.0,0.05,0.39,0.4615384615384615,0.41025641025641024,0.0,0.12820512820512822,8th Gen,1,921,15,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,336
Metal Gear Solid: The Legacy Collection,PS3,2013,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,0.39,0.7948717948717948,0.02564102564102564,0.07692307692307691,0.12820512820512822,7th Gen,1,832,39,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1327
