image_path,label,crop,split
Cashew leaf miner/leaf miner1259_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight2569_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2240_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy737_.jpg,Cassava healthy,Cassava,train
Cassava mosaic/mosaic604_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot1130_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight585_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot37_.jpg,Cassava brown spot,Cassava,train
Cassava green mite/green mite489_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose1230_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust742_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic464_.jpg,Cassava mosaic,Cassava,train
Cassava green mite/green mite763_.jpg,Cassava green mite,Cassava,train
Tomato verticulium wilt/verticulium wilt655_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot47_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot1041_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot839_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust1493_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2045_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot656_.jpg,Maize leaf spot,Maize,train
Tomato leaf blight/leaf blight67_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight190_.jpg,Maize leaf blight,Maize,train
Maize leaf blight/leaf blight22_.jpg,Maize leaf blight,Maize,train
Cashew healthy/healthy44_.jpg,Cashew healthy,Cashew,train
Cashew red rust/red rust1068_.jpg,Cashew red rust,Cashew,train
Maize streak virus/streak virus1004_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust691_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot546_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle315_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle411_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight1856_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot601_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1746_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot320_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot441_.jpg,Maize leaf spot,Maize,train
Tomato verticulium wilt/verticulium wilt754_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf blight/leaf blight659_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot1945_-CowZSi.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic450_.jpg,Cassava mosaic,Cassava,train
Cashew leaf miner/leaf miner627_.jpg,Cashew leaf miner,Cashew,train
Maize grasshoper/grasshoper501_.jpg,Maize grasshoper,Maize,train
Maize healthy/healthy178_.jpg,Maize healthy,Maize,train
Tomato verticulium wilt/verticulium wilt225_.jpg,Tomato verticulium wilt,Tomato,train
Maize streak virus/streak virus856_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight1661_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot559_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew gumosis/gumosis144_.jpg,Cashew gumosis,Cashew,train
Cassava mosaic/mosaic762_.jpg,Cassava mosaic,Cassava,train
Cassava mosaic/mosaic148_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2010_-OPfmnC.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus817_.jpg,Maize streak virus,Maize,train
Cashew leaf miner/leaf miner1316_.jpg,Cashew leaf miner,Cashew,train
Maize leaf spot/leaf spot693_.jpg,Maize leaf spot,Maize,train
Cassava green mite/green mite803_.jpg,Cassava green mite,Cassava,train
Maize leaf blight/leaf blight604_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic595_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1575_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight734_.jpg,Tomato leaf blight,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1492_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1428_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle96_.jpg,Maize leaf beetle,Maize,train
Maize grasshoper/grasshoper6_.jpg,Maize grasshoper,Maize,train
Cashew healthy/healthy439_.jpg,Cashew healthy,Cashew,train
Cashew leaf miner/leaf miner1066_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite800_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy20_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight4_.jpg,Maize leaf blight,Maize,train
Maize healthy/healthy64_.jpg,Maize healthy,Maize,train
Maize streak virus/streak virus39_.jpg,Maize streak virus,Maize,train
Cashew healthy/healthy916_.jpg,Cashew healthy,Cashew,train
Cashew leaf miner/leaf miner715_.jpg,Cashew leaf miner,Cashew,train
Tomato verticulium wilt/verticulium wilt705_.jpg,Tomato verticulium wilt,Tomato,train
Tomato leaf blight/leaf blight1009_.jpg,Tomato leaf blight,Tomato,train
Maize streak virus/streak virus664_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight1427_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1627_.jpg,Cashew anthracnose,Cashew,train
Cashew healthy/healthy572_.jpg,Cashew healthy,Cashew,train
Maize leaf blight/leaf blight217_.jpg,Maize leaf blight,Maize,train
Maize streak virus/streak virus825_.jpg,Maize streak virus,Maize,train
Cassava healthy/healthy1156_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner638_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight1933_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight516_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust1245_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight434_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1924_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato healthy/healthy348_.jpg,Tomato healthy,Tomato,train
Maize fall armyworm/fall armyworm193_.jpg,Maize fall armyworm,Maize,train
Cashew leaf miner/leaf miner159_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner520_.jpg,Cashew leaf miner,Cashew,train
Cassava healthy/healthy187_.jpg,Cassava healthy,Cassava,train
Tomato healthy/healthy353_.jpg,Tomato healthy,Tomato,train
Maize leaf beetle/leaf beetle626_.jpg,Maize leaf beetle,Maize,train
Cassava green mite/green mite774_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight960_.jpg,Tomato leaf blight,Tomato,train
Cashew healthy/healthy1264_.jpg,Cashew healthy,Cashew,train
Tomato healthy/healthy466_.jpg,Tomato healthy,Tomato,train
Tomato leaf curl/leaf curl517_.jpg,Tomato leaf curl,Tomato,train
Cassava healthy/healthy801_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight74_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite120_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy23_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot51_.jpg,Maize leaf spot,Maize,train
Cashew gumosis/gumosis150_.jpg,Cashew gumosis,Cashew,train
Tomato verticulium wilt/verticulium wilt473_.jpg,Tomato verticulium wilt,Tomato,train
Cassava green mite/green mite615_.jpg,Cassava green mite,Cassava,train
Cassava brown spot/brown spot423_.jpg,Cassava brown spot,Cassava,train
Maize fall armyworm/fall armyworm254_.jpg,Maize fall armyworm,Maize,train
Maize streak virus/streak virus461_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight822_.jpg,Tomato leaf blight,Tomato,train
Tomato verticulium wilt/verticulium wilt119_.jpg,Tomato verticulium wilt,Tomato,train
Cashew leaf miner/leaf miner1315_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1578_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight311_.jpg,Maize leaf blight,Maize,train
Tomato verticulium wilt/verticulium wilt348_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight503_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1388_.jpg,Cashew anthracnose,Cashew,train
Cashew leaf miner/leaf miner244_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1495_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic132_.jpg,Cassava mosaic,Cassava,train
Cassava healthy/healthy1145_.jpg,Cassava healthy,Cassava,train
Tomato leaf blight/leaf blight49_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust604_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot998_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy292_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle369_.jpg,Maize leaf beetle,Maize,train
Cashew leaf miner/leaf miner1138_.jpg,Cashew leaf miner,Cashew,train
Cassava green mite/green mite288_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose1148_.jpg,Cashew anthracnose,Cashew,train
Cashew leaf miner/leaf miner1327_.jpg,Cashew leaf miner,Cashew,train
Cassava mosaic/mosaic927_.jpg,Cassava mosaic,Cassava,train
Maize streak virus/streak virus257_.jpg,Maize streak virus,Maize,train
Cassava green mite/green mite553_.jpg,Cassava green mite,Cassava,train
Cassava bacterial blight/bacterial blight507_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot312_.jpg,Maize leaf spot,Maize,train
Cassava healthy/healthy659_.jpg,Cassava healthy,Cassava,train
Cashew anthracnose/anthracnose1078_.jpg,Cashew anthracnose,Cashew,train
Maize leaf blight/leaf blight704_.jpg,Maize leaf blight,Maize,train
Cassava healthy/healthy601_.jpg,Cassava healthy,Cassava,train
Tomato healthy/healthy315_.jpg,Tomato healthy,Tomato,train
Tomato leaf curl/leaf curl384_.jpg,Tomato leaf curl,Tomato,train
Cassava bacterial blight/bacterial blight1632_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy1153_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot1053_.jpg,Maize leaf spot,Maize,train
Cashew healthy/healthy1227_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot778_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1524_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner61_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1389_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot981_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1433_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner125_.jpg,Cashew leaf miner,Cashew,train
Tomato healthy/healthy147_.jpg,Tomato healthy,Tomato,train
Cashew anthracnose/anthracnose1489_.jpg,Cashew anthracnose,Cashew,train
Cassava bacterial blight/bacterial blight1502_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1939_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew gumosis/gumosis230_.jpg,Cashew gumosis,Cashew,train
Cashew leaf miner/leaf miner136_.jpg,Cashew leaf miner,Cashew,train
Tomato verticulium wilt/verticulium wilt448_.jpg,Tomato verticulium wilt,Tomato,train
Cashew red rust/red rust933_.jpg,Cashew red rust,Cashew,train
Cassava green mite/green mite777_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2019_-1l1GYd.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle89_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot761_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot1261_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot2380_-x28NWv.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot291_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust899_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot330_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus139_.jpg,Maize streak virus,Maize,train
Tomato leaf curl/leaf curl455_.jpg,Tomato leaf curl,Tomato,train
Tomato septoria leaf spot/septoria leaf spot911_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight3_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1560_.jpg,Cassava bacterial blight,Cassava,train
Tomato healthy/healthy297_.jpg,Tomato healthy,Tomato,train
Cashew leaf miner/leaf miner1117_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy1042_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight1691_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper48_.jpg,Maize grasshoper,Maize,train
Tomato leaf blight/leaf blight61_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust1426_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy968_.jpg,Cassava healthy,Cassava,train
Cassava healthy/healthy652_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight398_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner356_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1388_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot519_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight2353_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight62_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner429_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight1742_.jpg,Cassava bacterial blight,Cassava,train
Maize fall armyworm/leaf spot832_.jpg,Maize fall armyworm,Maize,train
Cashew healthy/healthy642_.jpg,Cashew healthy,Cashew,train
Tomato leaf curl/leaf curl191_.jpg,Tomato leaf curl,Tomato,train
Tomato healthy/healthy204_.jpg,Tomato healthy,Tomato,train
Cashew red rust/red rust959_.jpg,Cashew red rust,Cashew,train
Tomato healthy/healthy53_.jpg,Tomato healthy,Tomato,train
Maize healthy/healthy141_.jpg,Maize healthy,Maize,train
Cassava bacterial blight/bacterial blight207_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight430_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight1407_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight410_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose800_.jpg,Cashew anthracnose,Cashew,train
Maize healthy/healthy66_.jpg,Maize healthy,Maize,train
Tomato healthy/healthy345_.jpg,Tomato healthy,Tomato,train
Maize leaf blight/leaf blight933_.jpg,Maize leaf blight,Maize,train
Tomato leaf blight/leaf blight95_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight973_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot1657_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1062_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy166_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot680_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust784_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy332_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight1520_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1960_-inWDAc.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle385_.jpg,Maize leaf beetle,Maize,train
Cashew leaf miner/leaf miner1271_.jpg,Cashew leaf miner,Cashew,train
Tomato leaf curl/leaf curl405_.jpg,Tomato leaf curl,Tomato,train
Cassava brown spot/brown spot1292_.jpg,Cassava brown spot,Cassava,train
Tomato healthy/healthy142_.jpg,Tomato healthy,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1844_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot806_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot350_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy780_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle24_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle894_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot397_.jpg,Cassava brown spot,Cassava,train
Cashew anthracnose/anthracnose393_.jpg,Cashew anthracnose,Cashew,train
Tomato verticulium wilt/verticulium wilt569_.jpg,Tomato verticulium wilt,Tomato,train
Cassava green mite/green mite624_.jpg,Cassava green mite,Cassava,train
Tomato verticulium wilt/verticulium wilt570_.jpg,Tomato verticulium wilt,Tomato,train
Cashew anthracnose/anthracnose1096_.jpg,Cashew anthracnose,Cashew,train
Cassava green mite/green mite725_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose339_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1250_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava green mite/green mite383_.jpg,Cassava green mite,Cassava,train
Cassava bacterial blight/bacterial blight1910_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot611_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic225_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot123_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy277_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1972_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot483_.jpg,Cassava brown spot,Cassava,train
Cashew leaf miner/leaf miner1157_.jpg,Cashew leaf miner,Cashew,train
Maize fall armyworm/fall armyworm225_.jpg,Maize fall armyworm,Maize,train
Cashew leaf miner/leaf miner305_.jpg,Cashew leaf miner,Cashew,train
Tomato healthy/healthy489_.jpg,Tomato healthy,Tomato,train
Cashew anthracnose/anthracnose863_.jpg,Cashew anthracnose,Cashew,train
Cashew leaf miner/leaf miner190_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose41_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot506_.jpg,Tomato septoria leaf spot,Tomato,train
Maize streak virus/streak virus726_.jpg,Maize streak virus,Maize,train
Maize leaf blight/leaf blight100_.jpg,Maize leaf blight,Maize,train
Cashew anthracnose/anthracnose78_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose623_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf blight/leaf blight1079_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight1138_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1343_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1227_.jpg,Cashew anthracnose,Cashew,train
Maize grasshoper/grasshoper673_.jpg,Maize grasshoper,Maize,train
Tomato leaf blight/leaf blight143_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf curl/leaf curl337_.jpg,Tomato leaf curl,Tomato,train
Cashew anthracnose/anthracnose955_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2356_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt102_.jpg,Tomato verticulium wilt,Tomato,train
Cassava mosaic/mosaic1155_.jpg,Cassava mosaic,Cassava,train
Cassava healthy/healthy190_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot476_.jpg,Cassava brown spot,Cassava,train
Maize grasshoper/grasshoper341_.jpg,Maize grasshoper,Maize,train
Tomato septoria leaf spot/septoria leaf spot2192_-YnyfAT.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight769_.jpg,Tomato leaf blight,Tomato,train
Cassava healthy/healthy756_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust967_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust977_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic962_.jpg,Cassava mosaic,Cassava,train
Cassava healthy/healthy157_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight854_.jpg,Maize leaf blight,Maize,train
Cashew leaf miner/leaf miner21_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight1219_.jpg,Cassava bacterial blight,Cassava,train
Cassava mosaic/mosaic907_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust23_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose253_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1366_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy362_.jpg,Cashew healthy,Cashew,train
Maize leaf spot/leaf spot798_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1978_.jpg,Cassava bacterial blight,Cassava,train
Cashew gumosis/gumosis119_.jpg,Cashew gumosis,Cashew,train
Cashew anthracnose/anthracnose147_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot596_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot288_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy1299_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy640_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot1035_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1404_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite278_.jpg,Cassava green mite,Cassava,train
Cassava green mite/green mite510_.jpg,Cassava green mite,Cassava,train
Cassava green mite/green mite617_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy1192_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust1002_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic1088_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1643_.jpg,Cassava bacterial blight,Cassava,train
Cashew gumosis/gumosis32_.jpg,Cashew gumosis,Cashew,train
Maize fall armyworm/fall armyworm277_.jpg,Maize fall armyworm,Maize,train
Cashew anthracnose/anthracnose1011_.jpg,Cashew anthracnose,Cashew,train
Cassava brown spot/brown spot617_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot523_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot1967_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf curl/leaf curl234_.jpg,Tomato leaf curl,Tomato,train
Maize leaf spot/leaf spot643_.jpg,Maize leaf spot,Maize,train
Maize leaf beetle/leaf beetle13_.jpg,Maize leaf beetle,Maize,train
Cassava healthy/healthy259_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot456_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato healthy/healthy400_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight2319_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose787_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle262_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight2079_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight1228_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight2150_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy988_.jpg,Cashew healthy,Cashew,train
Cashew red rust/red rust1338_.jpg,Cashew red rust,Cashew,train
Maize leaf beetle/leaf beetle408_.jpg,Maize leaf beetle,Maize,train
Cassava mosaic/mosaic928_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot724_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot382_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner94_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot679_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt757_.jpg,Tomato verticulium wilt,Tomato,train
Cassava mosaic/mosaic1206_.jpg,Cassava mosaic,Cassava,train
Cashew leaf miner/leaf miner403_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy532_.jpg,Cashew healthy,Cashew,train
Cashew anthracnose/anthracnose1337_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf curl/leaf curl327_.jpg,Tomato leaf curl,Tomato,train
Cassava mosaic/mosaic1077_.jpg,Cassava mosaic,Cassava,train
Tomato leaf blight/leaf blight491_.jpg,Tomato leaf blight,Tomato,train
Tomato leaf curl/leaf curl363_.jpg,Tomato leaf curl,Tomato,train
Maize streak virus/streak virus125_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust1463_.jpg,Cashew red rust,Cashew,train
Cashew gumosis/gumosis95_.jpg,Cashew gumosis,Cashew,train
Cassava bacterial blight/bacterial blight369_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1338_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf beetle/leaf beetle948_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight816_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot2259_-DHd53R.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic1091_.jpg,Cassava mosaic,Cassava,train
Maize leaf beetle/leaf beetle86_.jpg,Maize leaf beetle,Maize,train
Cashew gumosis/gumosis170_.jpg,Cashew gumosis,Cashew,train
Maize healthy/healthy37_.jpg,Maize healthy,Maize,train
Tomato septoria leaf spot/septoria leaf spot525_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic1145_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot972_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust669_.jpg,Cashew red rust,Cashew,train
Cassava green mite/green mite172_.jpg,Cassava green mite,Cassava,train
Cassava mosaic/mosaic1116_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1985_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic8_.jpg,Cassava mosaic,Cassava,train
Tomato healthy/healthy388_.jpg,Tomato healthy,Tomato,train
Cassava mosaic/mosaic930_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight385_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot433_.jpg,Tomato septoria leaf spot,Tomato,train
