image_path,label,crop,split
Tomato verticulium wilt/verticulium wilt183_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight2151_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose566_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle682_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight434_.jpg,Maize leaf blight,Maize,train
Cashew healthy/healthy1350_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight1286_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot914_.jpg,Cassava brown spot,Cassava,train
Cassava mosaic/mosaic942_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1174_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot866_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1797_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf curl/leaf curl125_.jpg,Tomato leaf curl,Tomato,train
Cashew healthy/healthy554_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1002_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy568_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1509_.jpg,Tomato septoria leaf spot,Tomato,train
Maize grasshoper/grasshoper477_.jpg,Maize grasshoper,Maize,train
Cassava bacterial blight/bacterial blight2604_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus571_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot1451_.jpg,Cassava brown spot,Cassava,train
Cassava healthy/healthy361_.jpg,Cassava healthy,Cassava,train
Maize leaf spot/leaf spot239_.jpg,Maize leaf spot,Maize,train
Tomato verticulium wilt/verticulium wilt418_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf blight/leaf blight105_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot2005_-PV0Zho.jpg,Tomato septoria leaf spot,Tomato,train
Cassava green mite/green mite135_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight310_.jpg,Tomato leaf blight,Tomato,train
Cashew leaf miner/leaf miner494_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1005_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner814_.jpg,Cashew leaf miner,Cashew,train
Cashew healthy/healthy268_.jpg,Cashew healthy,Cashew,train
Cassava green mite/green mite275_.jpg,Cassava green mite,Cassava,train
Cashew healthy/healthy172_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot1433_.jpg,Cassava brown spot,Cassava,train
Cashew healthy/healthy615_.jpg,Cashew healthy,Cashew,train
Cassava healthy/healthy584_.jpg,Cassava healthy,Cassava,train
Maize leaf blight/leaf blight630_.jpg,Maize leaf blight,Maize,train
Maize leaf beetle/leaf beetle638_.jpg,Maize leaf beetle,Maize,train
Cashew healthy/healthy714_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot940_.jpg,Cassava brown spot,Cassava,train
Cassava mosaic/mosaic953_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot355_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1919_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot526_.jpg,Maize leaf spot,Maize,train
Maize grasshoper/grasshoper657_.jpg,Maize grasshoper,Maize,train
Cashew healthy/healthy1087_.jpg,Cashew healthy,Cashew,train
Tomato leaf blight/leaf blight1008_.jpg,Tomato leaf blight,Tomato,train
Cashew red rust/red rust1039_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1262_.jpg,Cashew red rust,Cashew,train
Cassava green mite/green mite206_.jpg,Cassava green mite,Cassava,train
Cashew leaf miner/leaf miner537_.jpg,Cashew leaf miner,Cashew,train
Tomato leaf blight/leaf blight1139_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight542_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle63_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust18_.jpg,Cashew red rust,Cashew,train
Maize fall armyworm/fall armyworm44_.jpg,Maize fall armyworm,Maize,train
Maize streak virus/streak virus686_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight655_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight238_.jpg,Tomato leaf blight,Tomato,train
Cassava green mite/green mite670_.jpg,Cassava green mite,Cassava,train
Maize leaf spot/leaf spot271_.jpg,Maize leaf spot,Maize,train
Cashew red rust/red rust71_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust594_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose577_.jpg,Cashew anthracnose,Cashew,train
Cassava brown spot/brown spot1213_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot1324_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight270_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy422_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot512_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf blight/leaf blight938_.jpg,Tomato leaf blight,Tomato,train
Cassava brown spot/brown spot1256_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1586_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy952_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight844_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1859_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight387_.jpg,Cassava bacterial blight,Cassava,train
Cashew leaf miner/leaf miner1105_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose1153_.jpg,Cashew anthracnose,Cashew,train
Maize streak virus/streak virus609_.jpg,Maize streak virus,Maize,train
Maize healthy/healthy174_.jpg,Maize healthy,Maize,train
Maize streak virus/streak virus963_.jpg,Maize streak virus,Maize,train
Cassava green mite/green mite637_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot2212_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2251_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot897_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust911_.jpg,Cashew red rust,Cashew,train
Maize leaf blight/leaf blight282_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot2133_-FSFxWR.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic899_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1819_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite772_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose1151_.jpg,Cashew anthracnose,Cashew,train
Maize leaf beetle/leaf beetle929_.jpg,Maize leaf beetle,Maize,train
Cassava healthy/healthy679_.jpg,Cassava healthy,Cassava,train
Cashew gumosis/gumosis139_.jpg,Cashew gumosis,Cashew,train
Cassava healthy/healthy317_.jpg,Cassava healthy,Cassava,train
Cassava mosaic/mosaic23_.jpg,Cassava mosaic,Cassava,train
Cashew gumosis/gumosis145_.jpg,Cashew gumosis,Cashew,train
Tomato leaf blight/leaf blight243_.jpg,Tomato leaf blight,Tomato,train
Tomato verticulium wilt/verticulium wilt545_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight2101_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1585_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot1217_.jpg,Cassava brown spot,Cassava,train
Tomato leaf curl/leaf curl190_.jpg,Tomato leaf curl,Tomato,train
Cashew anthracnose/anthracnose1291_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust1676_.jpg,Cashew red rust,Cashew,train
Cassava healthy/healthy705_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot466_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust1388_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot1056_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1925_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot928_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus974_.jpg,Maize streak virus,Maize,train
Tomato verticulium wilt/verticulium wilt333_.jpg,Tomato verticulium wilt,Tomato,train
Cassava bacterial blight/bacterial blight483_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot1065_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner278_.jpg,Cashew leaf miner,Cashew,train
Cassava healthy/healthy967_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot1165_.jpg,Cassava brown spot,Cassava,train
Tomato healthy/healthy117_.jpg,Tomato healthy,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1254_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight1043_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1282_.jpg,Cashew anthracnose,Cashew,train
Cassava healthy/healthy1019_.jpg,Cassava healthy,Cassava,train
Maize grasshoper/grasshoper69_.jpg,Maize grasshoper,Maize,train
Maize healthy/healthy205_.jpg,Maize healthy,Maize,train
Cashew anthracnose/anthracnose1077_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1896_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew healthy/healthy165_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle277_.jpg,Maize leaf beetle,Maize,train
Cassava mosaic/mosaic494_.jpg,Cassava mosaic,Cassava,train
Tomato leaf blight/leaf blight390_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose299_.jpg,Cashew anthracnose,Cashew,train
Cassava brown spot/brown spot35_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight331_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight315_.jpg,Maize leaf blight,Maize,train
Tomato healthy/healthy283_.jpg,Tomato healthy,Tomato,train
Cashew healthy/healthy687_.jpg,Cashew healthy,Cashew,train
Tomato verticulium wilt/verticulium wilt103_.jpg,Tomato verticulium wilt,Tomato,train
Cashew anthracnose/anthracnose1343_.jpg,Cashew anthracnose,Cashew,train
Cashew healthy/healthy581_.jpg,Cashew healthy,Cashew,train
Tomato septoria leaf spot/septoria leaf spot715_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf blight/leaf blight261_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite934_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust902_.jpg,Cashew red rust,Cashew,train
Maize grasshoper/grasshoper626_.jpg,Maize grasshoper,Maize,train
Cassava healthy/healthy844_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot696_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew anthracnose/anthracnose247_.jpg,Cashew anthracnose,Cashew,train
Tomato septoria leaf spot/septoria leaf spot395_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot195_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight203_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust308_.jpg,Cashew red rust,Cashew,train
Tomato septoria leaf spot/septoria leaf spot1977_-3ohsRU.jpg,Tomato septoria leaf spot,Tomato,train
Cashew leaf miner/leaf miner526_.jpg,Cashew leaf miner,Cashew,train
Cassava brown spot/brown spot1460_.jpg,Cassava brown spot,Cassava,train
Maize fall armyworm/fall armyworm109_.jpg,Maize fall armyworm,Maize,train
Cashew anthracnose/anthracnose325_.jpg,Cashew anthracnose,Cashew,train
Tomato verticulium wilt/verticulium wilt457_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1575_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot786_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot581_.jpg,Maize leaf spot,Maize,train
Tomato septoria leaf spot/septoria leaf spot125_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato healthy/healthy436_.jpg,Tomato healthy,Tomato,train
Cassava green mite/green mite574_.jpg,Cassava green mite,Cassava,train
Cashew anthracnose/anthracnose514_.jpg,Cashew anthracnose,Cashew,train
Maize leaf spot/leaf spot253_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus76_.jpg,Maize streak virus,Maize,train
Cashew anthracnose/anthracnose479_.jpg,Cashew anthracnose,Cashew,train
Cassava mosaic/mosaic432_.jpg,Cassava mosaic,Cassava,train
Maize leaf spot/leaf spot1126_.jpg,Maize leaf spot,Maize,train
Cassava healthy/healthy826_.jpg,Cassava healthy,Cassava,train
Cashew red rust/red rust490_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight1629_.jpg,Cassava bacterial blight,Cassava,train
Tomato leaf blight/leaf blight762_.jpg,Tomato leaf blight,Tomato,train
Cashew anthracnose/anthracnose391_.jpg,Cashew anthracnose,Cashew,train
Tomato leaf blight/leaf blight343_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight106_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite317_.jpg,Cassava green mite,Cassava,train
Tomato leaf blight/leaf blight1149_.jpg,Tomato leaf blight,Tomato,train
Cassava mosaic/mosaic470_.jpg,Cassava mosaic,Cassava,train
Maize streak virus/streak virus376_.jpg,Maize streak virus,Maize,train
Cassava healthy/healthy289_.jpg,Cassava healthy,Cassava,train
Cassava brown spot/brown spot1198_.jpg,Cassava brown spot,Cassava,train
Cashew leaf miner/leaf miner1311_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner302_.jpg,Cashew leaf miner,Cashew,train
Cashew gumosis/gumosis317_.jpg,Cashew gumosis,Cashew,train
Cassava brown spot/brown spot628_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight281_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight2275_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy385_.jpg,Cashew healthy,Cashew,train
Cashew healthy/healthy1279_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle757_.jpg,Maize leaf beetle,Maize,train
Cashew healthy/healthy968_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight43_.jpg,Cassava bacterial blight,Cassava,train
Cassava healthy/healthy482_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner518_.jpg,Cashew leaf miner,Cashew,train
Cassava bacterial blight/bacterial blight17_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight786_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite249_.jpg,Cassava green mite,Cassava,train
Tomato septoria leaf spot/septoria leaf spot850_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato leaf curl/leaf curl433_.jpg,Tomato leaf curl,Tomato,train
Tomato healthy/healthy494_.jpg,Tomato healthy,Tomato,train
Cassava bacterial blight/bacterial blight613_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper640_.jpg,Maize grasshoper,Maize,train
Cassava bacterial blight/bacterial blight1798_.jpg,Cassava bacterial blight,Cassava,train
Cassava green mite/green mite400_.jpg,Cassava green mite,Cassava,train
Cassava bacterial blight/bacterial blight1763_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy283_.jpg,Cashew healthy,Cashew,train
Cashew gumosis/gumosis175_.jpg,Cashew gumosis,Cashew,train
Tomato septoria leaf spot/septoria leaf spot467_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot188_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust560_.jpg,Cashew red rust,Cashew,train
Maize grasshoper/grasshoper355_.jpg,Maize grasshoper,Maize,train
Tomato verticulium wilt/verticulium wilt100_.jpg,Tomato verticulium wilt,Tomato,train
Maize leaf spot/leaf spot1181_.jpg,Maize leaf spot,Maize,train
Maize leaf spot/leaf spot417_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight1034_.jpg,Cassava bacterial blight,Cassava,train
Maize streak virus/streak virus42_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot313_.jpg,Cassava brown spot,Cassava,train
Cashew red rust/red rust1170_.jpg,Cashew red rust,Cashew,train
Cassava mosaic/mosaic1169_.jpg,Cassava mosaic,Cassava,train
Maize leaf blight/leaf blight198_.jpg,Maize leaf blight,Maize,train
Cashew red rust/red rust424_.jpg,Cashew red rust,Cashew,train
Cashew anthracnose/anthracnose1134_.jpg,Cashew anthracnose,Cashew,train
Maize leaf blight/leaf blight399_.jpg,Maize leaf blight,Maize,train
Maize leaf beetle/leaf beetle919_.jpg,Maize leaf beetle,Maize,train
Maize leaf blight/leaf blight999_.jpg,Maize leaf blight,Maize,train
Tomato septoria leaf spot/septoria leaf spot837_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava bacterial blight/bacterial blight851_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf spot/leaf spot301_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner482_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot8_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt84_.jpg,Tomato verticulium wilt,Tomato,train
Maize streak virus/streak virus758_.jpg,Maize streak virus,Maize,train
Cashew red rust/red rust136_.jpg,Cashew red rust,Cashew,train
Maize streak virus/streak virus827_.jpg,Maize streak virus,Maize,train
Tomato septoria leaf spot/septoria leaf spot2178_-l376Hw.jpg,Tomato septoria leaf spot,Tomato,train
Tomato verticulium wilt/verticulium wilt408_.jpg,Tomato verticulium wilt,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2163_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot434_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot819_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight1523_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose295_.jpg,Cashew anthracnose,Cashew,train
Maize streak virus/streak virus674_.jpg,Maize streak virus,Maize,train
Cassava brown spot/brown spot393_.jpg,Cassava brown spot,Cassava,train
Tomato verticulium wilt/verticulium wilt187_.jpg,Tomato verticulium wilt,Tomato,train
Cashew leaf miner/leaf miner829_.jpg,Cashew leaf miner,Cashew,train
Maize leaf blight/leaf blight941_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic923_.jpg,Cassava mosaic,Cassava,train
Cashew healthy/healthy322_.jpg,Cashew healthy,Cashew,train
Cassava bacterial blight/bacterial blight1613_.jpg,Cassava bacterial blight,Cassava,train
Cassava brown spot/brown spot47_.jpg,Cassava brown spot,Cassava,train
Maize grasshoper/grasshoper465_.jpg,Maize grasshoper,Maize,train
Tomato verticulium wilt/verticulium wilt223_.jpg,Tomato verticulium wilt,Tomato,train
Cashew healthy/healthy27_.jpg,Cashew healthy,Cashew,train
Cassava brown spot/brown spot1325_.jpg,Cassava brown spot,Cassava,train
Cassava bacterial blight/bacterial blight394_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight397_.jpg,Maize leaf blight,Maize,train
Tomato leaf blight/leaf blight558_.jpg,Tomato leaf blight,Tomato,train
Maize leaf blight/leaf blight706_.jpg,Maize leaf blight,Maize,train
Maize leaf blight/leaf blight652_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic974_.jpg,Cassava mosaic,Cassava,train
Cashew red rust/red rust657_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight436_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1700_.jpg,Cashew anthracnose,Cashew,train
Cashew anthracnose/anthracnose119_.jpg,Cashew anthracnose,Cashew,train
Maize streak virus/streak virus152_.jpg,Maize streak virus,Maize,train
Tomato leaf blight/leaf blight724_.jpg,Tomato leaf blight,Tomato,train
Maize streak virus/streak virus575_.jpg,Maize streak virus,Maize,train
Tomato leaf curl/leaf curl514_.jpg,Tomato leaf curl,Tomato,train
Cassava bacterial blight/bacterial blight2312_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust572_.jpg,Cashew red rust,Cashew,train
Cassava brown spot/brown spot503_.jpg,Cassava brown spot,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1608_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava healthy/healthy124_.jpg,Cassava healthy,Cassava,train
Cashew leaf miner/leaf miner1378_.jpg,Cashew leaf miner,Cashew,train
Maize leaf beetle/leaf beetle783_.jpg,Maize leaf beetle,Maize,train
Cashew red rust/red rust359_.jpg,Cashew red rust,Cashew,train
Cashew red rust/red rust1336_.jpg,Cashew red rust,Cashew,train
Maize leaf beetle/leaf beetle221_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight887_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle368_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight386_.jpg,Cassava bacterial blight,Cassava,train
Cashew anthracnose/anthracnose1390_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust948_.jpg,Cashew red rust,Cashew,train
Cassava bacterial blight/bacterial blight1474_.jpg,Cassava bacterial blight,Cassava,train
Cashew healthy/healthy147_.jpg,Cashew healthy,Cashew,train
Maize leaf beetle/leaf beetle499_.jpg,Maize leaf beetle,Maize,train
Maize leaf beetle/leaf beetle391_.jpg,Maize leaf beetle,Maize,train
Cassava brown spot/brown spot469_.jpg,Cassava brown spot,Cassava,train
Maize leaf spot/leaf spot898_.jpg,Maize leaf spot,Maize,train
Cashew gumosis/gumosis311_.jpg,Cashew gumosis,Cashew,train
Tomato leaf curl/leaf curl365_.jpg,Tomato leaf curl,Tomato,train
Cassava brown spot/brown spot795_.jpg,Cassava brown spot,Cassava,train
Maize leaf blight/leaf blight769_.jpg,Maize leaf blight,Maize,train
Cashew anthracnose/anthracnose106_.jpg,Cashew anthracnose,Cashew,train
Cashew red rust/red rust318_.jpg,Cashew red rust,Cashew,train
Maize leaf beetle/leaf beetle773_.jpg,Maize leaf beetle,Maize,train
Cassava bacterial blight/bacterial blight698_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf blight/leaf blight135_.jpg,Maize leaf blight,Maize,train
Cassava green mite/green mite424_.jpg,Cassava green mite,Cassava,train
Maize leaf spot/leaf spot144_.jpg,Maize leaf spot,Maize,train
Cashew leaf miner/leaf miner823_.jpg,Cashew leaf miner,Cashew,train
Tomato septoria leaf spot/septoria leaf spot2262_-oRJ3fJ.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1854_.jpg,Tomato septoria leaf spot,Tomato,train
Cashew red rust/red rust851_.jpg,Cashew red rust,Cashew,train
Maize leaf spot/leaf spot161_.jpg,Maize leaf spot,Maize,train
Maize streak virus/streak virus431_.jpg,Maize streak virus,Maize,train
Maize leaf beetle/leaf beetle923_.jpg,Maize leaf beetle,Maize,train
Tomato leaf curl/leaf curl314_.jpg,Tomato leaf curl,Tomato,train
Cassava healthy/healthy445_.jpg,Cassava healthy,Cassava,train
Cassava bacterial blight/bacterial blight85_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1307_.jpg,Cassava bacterial blight,Cassava,train
Maize grasshoper/grasshoper225_.jpg,Maize grasshoper,Maize,train
Cassava brown spot/brown spot1014_.jpg,Cassava brown spot,Cassava,train
Tomato verticulium wilt/verticulium wilt423_.jpg,Tomato verticulium wilt,Tomato,train
Cassava green mite/green mite203_.jpg,Cassava green mite,Cassava,train
Cassava healthy/healthy234_.jpg,Cassava healthy,Cassava,train
Tomato septoria leaf spot/septoria leaf spot1671_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2047_-nm16xD.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1313_.jpg,Tomato septoria leaf spot,Tomato,train
Tomato septoria leaf spot/septoria leaf spot2262_.jpg,Tomato septoria leaf spot,Tomato,train
Maize grasshoper/grasshoper165_.jpg,Maize grasshoper,Maize,train
Maize leaf blight/leaf blight921_.jpg,Maize leaf blight,Maize,train
Cassava mosaic/mosaic1063_.jpg,Cassava mosaic,Cassava,train
Cassava bacterial blight/bacterial blight1123_.jpg,Cassava bacterial blight,Cassava,train
Maize leaf beetle/leaf beetle548_.jpg,Maize leaf beetle,Maize,train
Maize leaf spot/leaf spot1054_.jpg,Maize leaf spot,Maize,train
Cassava brown spot/brown spot238_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot623_.jpg,Cassava brown spot,Cassava,train
Cassava brown spot/brown spot360_.jpg,Cassava brown spot,Cassava,train
Tomato leaf blight/leaf blight879_.jpg,Tomato leaf blight,Tomato,train
Cassava bacterial blight/bacterial blight2413_.jpg,Cassava bacterial blight,Cassava,train
Cassava bacterial blight/bacterial blight1968_.jpg,Cassava bacterial blight,Cassava,train
Cashew red rust/red rust1575_.jpg,Cashew red rust,Cashew,train
Tomato leaf blight/leaf blight511_.jpg,Tomato leaf blight,Tomato,train
Tomato healthy/healthy304_.jpg,Tomato healthy,Tomato,train
Cassava mosaic/mosaic1051_.jpg,Cassava mosaic,Cassava,train
Tomato septoria leaf spot/septoria leaf spot892_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava mosaic/mosaic904_.jpg,Cassava mosaic,Cassava,train
Cassava green mite/green mite585_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust481_.jpg,Cashew red rust,Cashew,train
Tomato leaf curl/leaf curl93_.jpg,Tomato leaf curl,Tomato,train
Maize leaf spot/leaf spot121_.jpg,Maize leaf spot,Maize,train
Cassava bacterial blight/bacterial blight28_.jpg,Cassava bacterial blight,Cassava,train
Tomato septoria leaf spot/septoria leaf spot66_.jpg,Tomato septoria leaf spot,Tomato,train
Maize leaf spot/leaf spot216_.jpg,Maize leaf spot,Maize,train
Cassava brown spot/brown spot178_.jpg,Cassava brown spot,Cassava,train
Tomato leaf curl/leaf curl302_.jpg,Tomato leaf curl,Tomato,train
Cashew healthy/healthy689_.jpg,Cashew healthy,Cashew,train
Cashew leaf miner/leaf miner825_.jpg,Cashew leaf miner,Cashew,train
Cashew leaf miner/leaf miner745_.jpg,Cashew leaf miner,Cashew,train
Cashew anthracnose/anthracnose1316_.jpg,Cashew anthracnose,Cashew,train
Cashew healthy/healthy1080_.jpg,Cashew healthy,Cashew,train
Tomato healthy/healthy286_.jpg,Tomato healthy,Tomato,train
Cassava green mite/green mite623_.jpg,Cassava green mite,Cassava,train
Cashew red rust/red rust178_.jpg,Cashew red rust,Cashew,train
Tomato healthy/healthy385_.jpg,Tomato healthy,Tomato,train
Tomato septoria leaf spot/septoria leaf spot1935_.jpg,Tomato septoria leaf spot,Tomato,train
Cassava brown spot/brown spot2_.jpg,Cassava brown spot,Cassava,train
Maize streak virus/streak virus80_.jpg,Maize streak virus,Maize,train
Cassava bacterial blight/bacterial blight431_.jpg,Cassava bacterial blight,Cassava,train
