fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,quality,wine_type,total_acidity,fixed_to_volatile,so2_ratio,sweetness,alcohol_band,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,quality_label
6.7,0.6799999999999999,0.02,1.9,0.064,29.0,38.0,0.99472,3.3,0.56,10.75,6,red,7.4,9.853,0.7632,off_dry,high,0,1.91,0.00595,0
9.65,0.44,0.42,2.2,0.064,14.0,19.0,0.99758,3.25,0.57,10.4,6,red,10.51,21.932,0.7368,off_dry,medium,0,2.205,0.00615,0
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7,red,9.2,22.703,0.6316,off_dry,high,0,2.31,0.00562,1
6.5,0.63,0.33,1.8,0.059,16.0,28.0,0.99531,3.36,0.64,10.1,6,red,7.46,10.317,0.5714,off_dry,medium,0,1.808,0.00584,0
7.0,0.57,0.02,2.0,0.072,17.0,26.0,0.99575,3.36,0.61,10.2,5,red,7.59,12.281,0.6538,off_dry,medium,0,2.009,0.00706,0
6.3,0.6,0.1,1.6,0.048,12.0,26.0,0.99306,3.55,0.51,12.1,5,red,7.0,10.5,0.4615,off_dry,very_high,1,1.611,0.00397,0
9.65,0.4,0.5,2.0,0.099,19.0,50.0,0.99783,3.1,0.58,10.4,5,red,10.55,24.125,0.38,off_dry,medium,0,2.004,0.00952,0
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,8,red,8.06,20.555,0.7083,off_dry,high,0,1.811,0.00649,1
7.1,0.6799999999999999,0.0,2.3,0.087,17.0,26.0,0.99783,3.45,0.53,9.5,5,red,7.78,10.441,0.6538,off_dry,medium,0,2.305,0.00916,0
7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.99768,3.44,0.54,9.4,5,red,7.77,10.597,0.6667,off_dry,medium,0,2.305,0.00883,0
6.3,0.6799999999999999,0.01,3.7,0.103,32.0,54.0,0.99586,3.51,0.66,11.3,6,red,6.99,9.265,0.5926,off_dry,high,0,3.715,0.00912,0
7.3,0.6799999999999999,0.0,2.2,0.08,18.0,28.0,0.99765,3.41,0.6,9.4,5,red,7.98,10.735,0.6429,off_dry,medium,0,2.205,0.00851,0
6.6,0.6799999999999999,0.02,2.4,0.062,15.0,23.0,0.99627,3.54,0.6,11.0,6,red,7.3,9.706,0.6522,off_dry,high,0,2.409,0.00564,0
7.0,0.56,0.17,1.7,0.065,15.0,24.0,0.99514,3.44,0.68,10.55,7,red,7.73,12.5,0.625,off_dry,high,0,1.708,0.00616,1
6.6,0.6799999999999999,0.04,2.2,0.066,12.0,20.0,0.99636,3.53,0.56,9.9,5,red,7.32,9.706,0.6,off_dry,medium,0,2.208,0.00667,0
6.9,0.63,0.33,6.7,0.10800000000000001,66.0,115.0,0.99787,3.22,0.56,9.5,5,red,7.86,10.952,0.5739,medium,medium,0,6.714,0.01137,0
7.8,0.6,0.26,2.0,0.08,31.0,131.0,0.99622,3.21,0.52,9.9,5,red,8.66,13.0,0.2366,off_dry,medium,0,2.008,0.00808,0
7.2,0.6799999999999999,0.13,2.0,0.076,12.0,20.0,0.99546,3.29,0.54,10.1,5,red,8.01,10.588,0.6,off_dry,medium,0,2.009,0.00752,0
6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.99489,3.39,0.82,10.9,6,red,7.39,10.0,0.619,off_dry,high,0,1.91,0.0056,0
6.7,0.16,0.64,2.1,0.059,24.0,52.0,0.99494,3.34,0.71,11.2,6,red,7.5,41.875,0.4615,off_dry,high,0,2.111,0.00527,0
7.0,0.56,0.13,1.6,0.077,25.0,42.0,0.99629,3.34,0.59,9.2,5,red,7.69,12.5,0.5952,off_dry,medium,0,1.606,0.00837,0
6.2,0.51,0.14,1.9,0.056,15.0,34.0,0.99396,3.48,0.57,11.5,6,red,6.85,12.157,0.4412,off_dry,high,0,1.912,0.00487,0
6.4,0.36,0.53,2.2,0.10800000000000001,19.0,35.0,0.9934,3.37,0.855,12.4,6,red,7.29,17.778,0.5429,off_dry,very_high,1,2.215,0.00871,0
6.4,0.38,0.14,2.2,0.038,15.0,25.0,0.99514,3.44,0.65,11.1,6,red,6.92,16.842,0.6,off_dry,high,0,2.211,0.00342,0
7.3,0.6799999999999999,0.32,2.2,0.069,35.0,104.0,0.99632,3.33,0.51,9.5,5,red,8.3,10.735,0.3365,off_dry,medium,0,2.208,0.00726,0
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,6,red,6.78,10.345,0.3,off_dry,very_high,1,2.413,0.006,0
5.6,0.31,0.6400000000000001,13.9,0.074,23.0,92.0,0.99677,3.39,0.48,10.5,6,red,6.55,18.064,0.25,medium,medium,0,13.945,0.00705,0
7.5,0.52,0.4,2.2,0.06,12.0,20.0,0.99474,3.26,0.64,11.8,6,red,8.42,14.423,0.6,off_dry,high,0,2.212,0.00508,0
8.0,0.3,0.63,1.6,0.081,16.0,29.0,0.99588,3.3,0.78,10.8,6,red,8.93,26.667,0.5517,off_dry,high,0,1.607,0.0075,0
6.2,0.6799999999999999,0.15,5.1,0.076,13.0,27.0,0.99622,3.54,0.6,11.9,6,red,7.03,9.118,0.4815,medium,high,0,5.119,0.00639,0
6.8,0.67,0.15,1.8,0.10800000000000001,13.0,20.0,0.9954,3.42,0.67,11.3,6,red,7.62,10.149,0.65,off_dry,high,0,1.808,0.00956,0
6.2,0.56,0.09,1.7,0.053,24.0,32.0,0.99402,3.54,0.6,11.3,5,red,6.85,11.071,0.75,off_dry,high,0,1.71,0.00469,0
7.4,0.35,0.33,2.4,0.068,9.0,26.0,0.9947,3.36,0.6,11.9,6,red,8.08,21.143,0.3462,off_dry,high,0,2.413,0.00571,0
6.1,0.6799999999999999,0.1,2.6,0.053,13.0,27.0,0.99362,3.57,0.5,11.9,5,red,6.88,8.971,0.4815,off_dry,high,0,2.617,0.00445,0
6.2,0.46,0.29,2.1,0.074,32.0,98.0,0.99578,3.33,0.62,9.8,5,red,6.95,13.478,0.3265,off_dry,medium,0,2.109,0.00755,0
6.7,0.32,0.44,2.4,0.061,24.0,34.0,0.99484,3.29,0.8,11.6,7,red,7.46,20.937,0.7059,off_dry,high,0,2.412,0.00526,1
7.2,0.39,0.44,2.6,0.066,22.0,48.0,0.99494,3.3,0.84,11.5,6,red,8.03,18.461,0.4583,off_dry,high,0,2.613,0.00574,0
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,6,red,8.22,24.193,0.5667,off_dry,high,0,2.412,0.0057,0
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,6,red,6.52,9.508,0.6429,off_dry,high,0,1.809,0.00606,0
7.2,0.66,0.33,2.5,0.068,34.0,102.0,0.99414,3.27,0.78,12.8,6,red,8.19,10.909,0.3333,off_dry,very_high,1,2.515,0.00531,0
6.6,0.6799999999999999,0.2,7.8,0.073,29.0,79.0,0.9977,3.29,0.54,9.2,5,red,7.48,9.706,0.3671,medium,medium,0,7.818,0.00793,0
6.3,0.55,0.15,1.8,0.077,26.0,35.0,0.99314,3.32,0.82,11.6,6,red,7.0,11.455,0.7429,off_dry,high,0,1.812,0.00664,0
5.4,0.6799999999999999,0.09,1.7,0.089,16.0,26.0,0.99402,3.66,0.56,11.6,6,red,6.17,7.941,0.6154,off_dry,high,0,1.71,0.00767,0
6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,red,6.94,12.353,0.725,off_dry,high,0,2.31,0.00691,0
6.8,0.62,0.08,1.9,0.068,28.0,38.0,0.99651,3.42,0.82,9.5,6,red,7.5,10.968,0.7368,off_dry,medium,0,1.907,0.00716,0
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,5,red,6.88,10.333,0.7273,off_dry,medium,0,2.01,0.00857,0
5.9,0.55,0.1,2.2,0.062,39.0,51.0,0.99512,3.52,0.76,11.2,6,red,6.55,10.727,0.7647,off_dry,high,0,2.211,0.00554,0
5.9,0.645,0.12,2.0,0.075,32.0,44.0,0.99547,3.57,0.71,10.2,5,red,6.665,9.147,0.7273,off_dry,medium,0,2.009,0.00735,0
6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,6,red,6.78,19.355,0.4286,off_dry,high,0,3.616,0.00609,0
7.0,0.27,0.36,16.05,0.045,45.0,170.0,1.001,3.0,0.45,8.8,6,white,7.63,25.926,0.2647,medium,low,0,16.034,0.00511,0
6.3,0.3,0.34,1.6,0.049,14.0,132.0,0.994,3.3,0.49,9.5,6,white,6.94,21.0,0.1061,off_dry,medium,0,1.61,0.00516,0
8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,6,white,8.78,28.928,0.3093,medium,medium,0,6.934,0.00495,0
7.2,0.23,0.32,8.5,0.058,47.0,186.0,0.9956,3.19,0.4,9.9,6,white,7.75,31.304,0.2527,medium,medium,0,8.538,0.00586,0
6.2,0.32,0.16,7.0,0.045,30.0,136.0,0.9949,3.18,0.47,9.6,6,white,6.68,19.375,0.2206,medium,medium,0,7.036,0.00469,0
8.1,0.22,0.43,1.5,0.044,28.0,129.0,0.9938,3.22,0.45,11.0,6,white,8.75,36.818,0.2171,off_dry,high,0,1.509,0.004,0
8.1,0.27,0.41,1.45,0.033,11.0,63.0,0.9908,2.99,0.56,12.0,5,white,8.78,30.0,0.1746,off_dry,high,1,1.463,0.00275,0
8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,5,white,9.23,37.391,0.156,off_dry,medium,0,4.222,0.00361,0
7.9,0.18,0.37,1.2,0.04,16.0,75.0,0.992,3.18,0.63,10.8,5,white,8.45,43.889,0.2133,off_dry,high,0,1.21,0.0037,0
6.6,0.16,0.4,1.5,0.044,48.0,143.0,0.9912,3.54,0.52,12.4,7,white,7.16,41.25,0.3357,off_dry,very_high,1,1.513,0.00355,1
8.3,0.42,0.62,16.05,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,white,9.34,19.762,0.2384,medium,medium,0,16.047,0.00412,0
6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,white,7.15,38.823,0.25,off_dry,high,0,1.513,0.00281,1
6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,white,6.82,13.125,0.303,off_dry,medium,0,1.108,0.00479,0
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,7.34,9.394,0.3867,off_dry,very_high,1,1.213,0.00227,1
7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,white,8.16,21.765,0.0994,off_dry,high,0,1.109,0.00292,0
6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,white,6.95,20.968,0.2556,medium,medium,0,7.534,0.00463,0
6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,white,7.09,20.645,0.1863,off_dry,high,0,2.926,0.00345,1
6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,white,7.48,26.154,0.3361,off_dry,medium,0,1.712,0.00467,1
7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,white,8.41,11.343,0.1488,off_dry,medium,0,1.51,0.00796,0
6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,white,7.28,24.444,0.1127,off_dry,medium,0,1.306,0.0052,0
7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,white,7.57,28.0,0.2286,medium,medium,0,9.041,0.00442,0
6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,white,7.49,28.75,0.2397,dry,medium,0,1.007,0.0052,0
7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,white,7.67,25.0,0.227,medium,medium,0,8.734,0.00486,0
7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,white,8.15,27.407,0.1288,off_dry,high,0,1.11,0.00405,0
7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,white,7.88,22.5,0.3246,off_dry,very_high,1,2.019,0.00268,1
8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,white,9.13,35.417,0.1408,medium,medium,0,10.427,0.0044,0
8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,white,8.78,59.285,0.1489,off_dry,medium,0,1.107,0.00412,0
7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,white,8.01,29.6,0.31,off_dry,high,0,2.067,0.00463,0
6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,white,6.66,51.666,0.3675,off_dry,low,0,1.509,0.005,0
5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,white,6.27,21.481,0.1229,medium,medium,0,15.007,0.00431,0
7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,white,8.01,26.071,0.1707,off_dry,very_high,1,1.716,0.00625,0
6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,white,7.12,16.667,0.1678,medium,medium,0,5.436,0.0051,0
7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,white,7.65,21.212,0.2754,off_dry,high,0,1.211,0.00473,0
7.3,0.24,0.39,16.05,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,7.93,30.417,0.302,medium,low,0,16.052,0.00663,0
6.7,0.23,0.39,2.5,0.10800000000000001,63.0,158.0,0.9937,3.11,0.36,9.4,6,white,7.32,29.13,0.3987,off_dry,medium,0,2.516,0.01149,0
6.7,0.24,0.39,2.9,0.10800000000000001,63.0,157.0,0.9937,3.1,0.34,9.4,6,white,7.33,27.917,0.4013,off_dry,medium,0,2.918,0.01149,0
7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,7.57,22.581,0.175,medium,medium,0,7.434,0.00704,0
6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,white,7.11,27.5,0.2171,off_dry,medium,0,1.409,0.006,0
6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,white,7.19,29.13,0.2143,off_dry,medium,0,1.409,0.00632,0
7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,white,7.89,41.111,0.2275,off_dry,medium,0,1.41,0.0058,1
6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,white,6.91,13.778,0.3058,off_dry,medium,0,4.427,0.00643,0
6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,white,6.91,13.478,0.2995,off_dry,medium,0,4.427,0.00673,0
6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,white,7.44,36.316,0.2133,off_dry,medium,0,5.025,0.00684,0
7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white,7.7,37.895,0.1792,off_dry,high,0,1.613,0.0053,0
6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,white,7.14,26.4,0.3145,off_dry,high,0,1.11,0.00618,1
6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,white,6.69,38.75,0.2561,off_dry,high,0,1.11,0.00523,1
6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,white,6.93,35.555,0.3611,dry,high,0,1.009,0.00413,0
6.8,0.2,0.59,0.9,0.10800000000000001,38.0,132.0,0.993,3.05,0.38,9.1,6,white,7.59,34.0,0.2879,dry,medium,0,0.906,0.01187,0
6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,white,7.5,27.6,0.1518,off_dry,high,0,1.312,0.00355,0
7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,white,7.75,34.286,0.1737,medium,medium,0,11.945,0.00448,0
6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,6.45,31.579,0.3401,medium,low,0,12.435,0.00539,0
6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,7.13,17.368,0.3205,off_dry,medium,0,4.632,0.00431,0
7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,white,7.96,37.0,0.3964,off_dry,medium,0,1.209,0.00384,0
6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,white,7.26,30.909,0.2439,off_dry,low,0,4.924,0.0107,0
7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,white,7.54,14.894,0.1126,off_dry,medium,0,1.11,0.00333,0
7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,white,7.71,30.0,0.2541,off_dry,medium,0,1.41,0.00369,0
6.2,0.35,0.03,1.2,0.064,29.0,120.0,0.9934,3.22,0.54,9.1,5,white,6.58,17.714,0.2417,off_dry,medium,0,1.208,0.00703,0
6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,white,6.9,24.615,0.2177,medium,very_high,1,6.463,0.00317,1
6.7,0.25,0.13,1.2,0.041,78.5,174.0,0.992,3.14,0.42,9.8,5,white,7.08,26.8,0.4511,off_dry,medium,0,1.21,0.00418,0
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,7.24,29.13,0.3125,off_dry,high,0,2.116,0.0043,1
7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,7.93,30.833,0.2,medium,medium,0,10.139,0.00526,0
6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,6,white,6.9,22.963,0.1967,medium,low,0,7.834,0.00622,0
6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white,7.33,22.667,0.2117,off_dry,medium,0,4.619,0.00642,0
6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.66,0.71,10.0,5,white,6.55,22.222,0.1542,off_dry,medium,0,4.817,0.0063,0
8.6,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6,white,9.29,37.391,0.125,dry,medium,0,1.006,0.00593,0
7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,white,7.64,39.444,0.3563,off_dry,very_high,1,1.414,0.00339,1
7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,white,7.66,21.875,0.2899,off_dry,high,1,1.312,0.0035,1
7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5,white,7.88,41.111,0.2524,medium,medium,0,8.834,0.00688,0
6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,white,7.52,12.407,0.2,medium,low,0,5.428,0.00667,0
6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6,white,7.33,30.909,0.2982,off_dry,high,0,1.41,0.005,0
7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6,white,7.64,35.5,0.3072,medium,medium,0,16.024,0.00543,0
7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,white,7.64,20.882,0.2866,medium,medium,0,6.133,0.0063,0
7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6,white,7.82,33.182,0.2029,medium,medium,0,8.228,0.00495,0
7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,white,8.14,16.512,0.3484,medium,low,0,11.831,0.00517,0
7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white,8.16,16.136,0.3421,medium,low,0,11.83,0.00506,0
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,8.22,18.461,0.3526,medium,low,0,11.029,0.00506,0
6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6,white,7.36,27.2,0.3416,medium,medium,0,13.337,0.00515,0
6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5,white,6.8,22.593,0.2675,medium,low,0,7.532,0.00544,0
6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6,7,white,7.47,28.75,0.3456,off_dry,very_high,1,1.717,0.00278,1
6.9,0.21,0.33,1.8,0.034,48.0,136.0,0.9899,3.25,0.41,12.6,7,white,7.44,32.857,0.3529,off_dry,very_high,1,1.818,0.0027,1
7.5,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44,11.5,7,white,7.99,44.117,0.3446,off_dry,high,0,1.714,0.00348,1
7.1,0.26,0.29,12.4,0.044,62.0,240.0,0.9969,3.04,0.42,9.2,6,white,7.65,27.308,0.2583,medium,medium,0,12.439,0.00478,0
6.0,0.34,0.6400000000000001,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6,white,6.98,17.647,0.1585,medium,low,0,15.933,0.00523,0
8.6,0.265,0.36,1.2,0.034,15.0,80.0,0.9913,2.95,0.36,11.4,7,white,9.225,32.453,0.1875,off_dry,high,0,1.211,0.00298,1
9.65,0.36,0.46,10.5,0.038,4.0,83.0,0.9956,2.89,0.3,10.1,4,white,10.47,26.805,0.0482,medium,medium,0,10.546,0.00376,0
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,9.1,5,white,8.02,29.6,0.2708,medium,medium,0,13.534,0.00659,0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,0.41,9.4,5,white,7.54,59.166,0.3951,medium,medium,0,9.637,0.00574,0
6.0,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,5,white,6.45,28.571,0.3354,medium,medium,0,12.136,0.00532,0
7.5,0.305,0.4,16.05,0.059,44.0,170.0,1.0,2.99,0.46,9.0,5,white,8.205,24.59,0.2588,medium,low,0,16.05,0.00656,0
7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.9974,3.2,0.35,9.2,6,white,7.75,56.153,0.3119,medium,medium,0,14.438,0.00554,0
7.1,0.23,0.35,16.05,0.04,60.0,171.0,0.999,3.16,0.59,9.1,6,white,7.68,30.869,0.3509,medium,medium,0,16.066,0.0044,0
6.9,0.33,0.28,1.3,0.051,37.0,187.0,0.9927,3.27,0.6,10.3,5,white,7.51,20.909,0.1979,off_dry,medium,0,1.31,0.00495,0
6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,6,white,7.21,38.235,0.3926,medium,low,0,8.535,0.00932,0
7.2,0.27,0.46,16.05,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5,white,7.93,26.667,0.1765,medium,low,0,16.05,0.00584,0
7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,5,white,8.01,23.226,0.3487,medium,medium,0,13.324,0.00609,0
6.7,0.41,0.34,9.2,0.049,29.0,150.0,0.9968,3.22,0.51,9.1,5,white,7.45,16.341,0.1933,medium,medium,0,9.23,0.00538,0
5.5,0.485,0.0,1.5,0.065,8.0,103.0,0.994,3.63,0.4,9.7,4,white,5.985,11.34,0.0777,off_dry,medium,0,1.509,0.0067,0
6.0,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,3.31,0.44,11.3,6,white,6.55,19.355,0.1748,off_dry,high,0,3.329,0.00363,0
7.0,0.14,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6,white,7.54,50.0,0.1882,off_dry,high,0,1.715,0.00297,0
7.3,0.32,0.48,13.3,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,5,white,8.1,22.812,0.2908,medium,medium,0,13.324,0.00652,0
5.9,0.36,0.04,5.7,0.046,21.0,87.0,0.9934,3.22,0.51,10.2,5,white,6.3,16.389,0.2414,medium,medium,0,5.738,0.00451,0
7.8,0.24,0.32,12.2,0.054,42.0,138.0,0.9984,3.01,0.54,8.8,5,white,8.36,32.5,0.3043,medium,low,0,12.22,0.00614,0
7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,5,white,7.87,46.25,0.2366,medium,medium,0,6.883,0.00608,0
6.9,0.19,0.28,5.0,0.058,14.0,146.0,0.9952,3.29,0.36,9.1,6,white,7.37,36.316,0.0959,off_dry,medium,0,5.024,0.00637,0
6.4,0.13,0.47,1.6,0.092,40.0,158.0,0.9928,3.21,0.36,9.8,6,white,7.0,49.23,0.2532,off_dry,medium,0,1.612,0.00939,0
6.7,0.19,0.36,1.1,0.026,63.0,143.0,0.9912,3.27,0.48,11.0,6,white,7.25,35.263,0.4406,off_dry,high,0,1.11,0.00236,0
7.4,0.39,0.23,7.0,0.033,29.0,126.0,0.994,3.14,0.42,10.5,5,white,8.02,18.974,0.2302,medium,medium,0,7.042,0.00314,0
6.5,0.24,0.32,7.6,0.038,48.0,203.0,0.9958,3.45,0.54,9.7,7,white,7.06,27.083,0.2365,medium,medium,0,7.632,0.00392,1
6.1,0.3,0.56,2.8,0.044,47.0,179.0,0.9924,3.3,0.57,10.9,7,white,6.96,20.333,0.2626,off_dry,high,0,2.821,0.00404,1
6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,0.57,10.9,6,white,6.96,20.333,0.25,off_dry,high,0,2.721,0.00422,0
5.7,0.26,0.25,10.4,0.02,7.0,57.0,0.994,3.39,0.37,10.6,5,white,6.21,21.923,0.1228,medium,high,0,10.463,0.00189,0
6.5,0.425,0.4,13.1,0.038,59.0,241.0,0.9979,3.23,0.57,9.0,5,white,7.325,15.294,0.2448,medium,low,0,13.128,0.00422,0
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,3.24,0.51,9.2,5,white,7.11,27.5,0.2447,medium,medium,0,15.828,0.0038,0
6.8,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,0.52,8.9,5,white,7.29,25.185,0.2709,medium,low,0,8.132,0.00382,0
6.7,0.27,0.31,15.7,0.036,44.0,179.0,0.9979,3.26,0.56,9.6,5,white,7.28,24.815,0.2458,medium,medium,0,15.733,0.00375,0
8.2,0.23,0.4,1.2,0.027,36.0,121.0,0.992,3.12,0.38,10.7,6,white,8.83,35.652,0.2975,off_dry,high,0,1.21,0.00252,0
7.1,0.37,0.6400000000000001,10.5,0.045,49.0,155.0,0.9975,3.16,0.44,8.7,5,white,8.11,19.189,0.3161,medium,low,0,10.526,0.00517,0
6.8,0.19,0.36,1.9,0.035,30.0,96.0,0.9917,3.15,0.54,10.8,7,white,7.35,35.789,0.3125,off_dry,high,0,1.916,0.00324,1
8.1,0.28,0.39,1.9,0.029,18.0,79.0,0.9923,3.23,0.52,11.8,6,white,8.77,28.928,0.2278,off_dry,high,0,1.915,0.00246,0
